SA2 Code,SA2 Label,Asthma (%) All ages,Asthma (%) 60 years and over,Asthma (%) 70 years and over
301021008,Ormiston,11.5,12.6,12.6
501021252,Gelorup - Stratham,13,12.6,12.6
113031267,Wagga Wagga - East,12.8,12.7,12.6
215021395,Irymple,13,12.7,12.6
316061442,Landsborough,12,12.8,12.6
112011236,Ballina,12.6,12.8,12.6
405041128,Yorke Peninsula - South,12.7,12.8,12.6
509031246,Brookton,12.8,12.8,12.6
110041205,Tamworth Region,13.5,12.8,12.6
110011188,Armidale Region - South,13.9,12.8,12.6
102011035,Narara,12.5,12.9,12.6
406011130,Eyre Peninsula,12.9,12.9,12.6
509021243,Northam,12.9,12.9,12.6
216031419,Shepparton Region - West,13,12.9,12.6
306021157,Woree,12.3,13,12.6
124031457,Cambridge Park,12.7,13,12.6
407021151,Kingston - Robe,12.8,13,12.6
311041322,Logan Village,13.6,13,12.6
302021032,Stafford,11.5,13.1,12.6
403041088,Willunga,12.6,13.1,12.6
307031187,Stanthorpe,13.4,13.1,12.6
801011002,Belconnen,9.1,13.2,12.6
601011003,Old Beach - Otago,14.1,13.6,12.6
211011258,Rowville - South,10.1,11.8,12.7
212021293,Berwick - North,11.4,12.5,12.7
115011559,Kellyville,11.6,12.5,12.7
316011414,Buderim - South,11.6,12.6,12.7
111011209,Glendale - Cardiff - Hillsborough,12.3,12.6,12.7
319021507,Kingaroy Region - South,12.9,12.6,12.7
106031121,Nelson Bay Peninsula,12.3,12.7,12.7
113031271,Wagga Wagga Region,12.9,12.7,12.7
307021179,Crows Nest - Rosalie,12.9,12.7,12.7
110021194,Tenterfield,13,12.7,12.7
303031063,Mount Gravatt,10.8,12.8,12.7
210051249,Roxburgh Park - Somerton,11.6,12.8,12.7
102011040,Umina - Booker Bay - Patonga,12.5,12.8,12.7
405031121,Peterborough - Mount Remarkable,12.7,12.8,12.7
401021008,Mount Barker Region,12.8,12.8,12.7
407021156,Penola,12.8,12.8,12.7
601021007,Howrah - Tranmere,12.9,12.8,12.7
103041076,Blayney,13.2,12.8,12.7
110041200,Gunnedah Region,13.4,12.8,12.7
303021055,Greenslopes,9.8,12.9,12.7
212041312,Dandenong North,10.5,12.9,12.7
102011031,Erina - Green Point,12.4,12.9,12.7
209031215,Wattle Glen - Diamond Creek,13,12.9,12.7
110041201,Quirindi,13.6,12.9,12.7
213011330,Deer Park - Derrimut,10.6,13,12.7
404011093,Hindmarsh - Brompton,11.4,13,12.7
313031370,Kilcoy,12.2,13,12.7
304041100,Keperra,12.4,13,12.7
102011033,Kariong,12.9,13,12.7
310021281,Lowood,12.9,13,12.7
319011502,Walkervale - Avenell Heights,13.2,13,12.7
604021090,Quoiba - Spreyton,13.2,13,12.7
108011151,Bulahdelah - Stroud,13.3,13,12.7
110041199,Gunnedah,13.4,13,12.7
124031458,Castlereagh - Cranebrook,12.3,13.1,12.7
306021144,Bentley Park,12.3,13.1,12.7
319051526,Tinana,13.4,13.1,12.7
107041145,Corrimal - Tarrawanna - Bellambi,13,13.2,12.7
210051245,Gladstone Park - Westmeadows,12.7,13.3,12.7
307031186,Southern Downs - West,13.5,13.4,12.7
305041133,Auchenflower,11.6,13.6,12.7
116011304,Blacktown (North) - Marayong,10,12.2,12.8
601051033,West Hobart,11.8,12.4,12.8
301011004,Capalaba,11.3,12.5,12.8
316061444,Palmwoods,12,12.5,12.8
509011231,Kojonup,12.4,12.6,12.8
319021508,Monto - Eidsvold,12.5,12.6,12.8
604031097,West Coast (Tas.),13.4,12.6,12.8
401051017,Norwood (SA),10.5,12.7,12.8
301021007,Cleveland,11.4,12.7,12.8
501031017,Bridgetown - Boyup Brook,12.7,12.7,12.8
101061543,Young,12.9,12.7,12.8
505021088,Innaloo - Doubleview,10.6,12.8,12.8
102011037,Point Clare - Koolewong,12.2,12.8,12.8
113031269,Wagga Wagga - South,12.8,12.8,12.8
113031265,Junee,13.1,12.8,12.8
307021183,Wambo,12.5,12.9,12.8
104011081,Grafton Region,13.3,12.9,12.8
319021503,Gayndah - Mundubbera,12.5,13,12.8
405031120,Jamestown,12.5,13,12.8
509031248,Murray,12.6,13,12.8
306021147,Edmonton,12.7,13,12.8
110041203,Tamworth - North,12.9,13.1,12.8
509021245,York - Beverley,12.9,13.1,12.8
110021191,Inverell,13.2,13.1,12.8
504031058,Bullsbrook,13.2,13.1,12.8
101041020,Bega-Eden Hinterland,13.9,13.1,12.8
509021240,Merredin,12.5,13.2,12.8
318021483,Magnetic Island,13.1,13.2,12.8
407031170,Waikerie,13.3,13.2,12.8
407031169,The Coorong,13.6,13.2,12.8
101041024,Eurobodalla Hinterland,13.9,13.2,12.8
307031185,Southern Downs - East,13.4,13.3,12.8
307031184,Clifton - Greenmount,13.4,13.4,12.8
511041288,Geraldton - South,12.9,13.6,12.8
217031476,Otway,11.2,12.1,12.9
303061079,Sunnybank,8.9,12.5,12.9
213031348,Footscray,9.5,12.6,12.9
505031104,Marangaroo,10.7,12.6,12.9
405011115,Tanunda,12.2,12.6,12.9
407011147,Strathalbyn Region,11.7,12.7,12.9
502011026,Mandurah - East,12.3,12.7,12.9
509011230,Katanning,11.5,12.8,12.9
316011413,Buderim - North,11.9,12.8,12.9
502011022,Falcon - Wannanup,12,12.8,12.9
111011214,Warners Bay - Boolaroo,12.6,12.8,12.9
124041467,Windsor - Bligh Park,12.8,12.8,12.9
407031161,Karoonda - Lameroo,12.8,12.8,12.9
213011331,Delahey,11.6,12.9,12.9
308011191,Central Highlands - West,12.4,12.9,12.9
604021092,Turners Beach - Forth,13.2,12.9,12.9
213051467,Werribee - East,11.1,13.1,12.9
303041070,Salisbury - Nathan,11.7,13.1,12.9
107041150,Woonona - Bulli - Russell Vale,12.8,13.1,12.9
210051441,Craigieburn - Central,11.7,13.2,12.9
213051468,Werribee - West,12.2,13.2,12.9
102021047,Chittaway Bay - Tumbi Umbi,13.1,13.2,12.9
319051525,Maryborough Region - South,13.1,13.2,12.9
319051524,Maryborough (Qld),13.3,13.2,12.9
213011333,Kings Park (Vic.),11.5,13.3,12.9
124051580,Colyton - Oxley Park,12.3,13.3,12.9
102021053,The Entrance,13.2,13.3,12.9
403041083,McLaren Vale,12.7,13.4,12.9
203011034,Bannockburn,13.4,13.6,12.9
209041216,Bundoora - North,9.5,11.7,13
207031161,Blackburn,9.8,11.9,13
207031162,Blackburn South,10.1,12.1,13
213031347,Braybrook,9.3,12.3,13
507031169,Bertram - Wellard (West),8.7,12.4,13
211011259,Wantirna,9.9,12.4,13
115011294,Glenhaven,11.4,12.4,13
121021578,Hornsby - West,10.8,12.5,13
801071072,Bonython,11.8,12.7,13
116031319,Rooty Hill - Minchinbury,9.8,12.8,13
126021591,Ryde,10.2,12.8,13
212021294,Berwick - South,11.3,12.8,13
507051190,Safety Bay - Shoalwater,11.9,12.8,13
111011208,Charlestown - Dudley,12.6,12.8,13
109031183,Deniliquin Region,12.8,12.8,13
209041219,Lalor,11.2,12.9,13
102011036,Niagara Park - Lisarow,12.6,12.9,13
109011175,Albury Region,12.7,12.9,13
801091109,Phillip,9.3,13,13
302041044,Sandgate - Shorncliffe,11.8,13,13
402051049,Golden Grove,12.1,13,13
109011176,Lavington,12.3,13,13
306021146,Earlville - Bayview Heights,12.3,13,13
509031249,Narrogin,12.7,13,13
109031185,Tocumwal - Finley - Jerilderie,13,13,13
319021504,Gin Gin,13.1,13,13
604011081,Somerset,13.1,13,13
109031181,Corowa Region,13.2,13,13
602011049,Trevallyn,13.2,13,13
206061136,Prahran - Windsor,11.2,13.1,13
317011451,Lockyer Valley - West,13,13.1,13
113031263,Cootamundra,13.6,13.1,13
106041129,Scone Region,13.7,13.1,13
604011083,West Ulverstone,13.9,13.1,13
304041098,Enoggera,11.5,13.2,13
213041355,Hillside,12.6,13.2,13
307021180,Jondaryan,12.6,13.2,13
405041127,Yorke Peninsula - North,12.9,13.2,13
318021476,Gulliver - Currajong - Vincent,13.1,13.3,13
310021278,Esk,13.3,13.3,13
319011492,Ashfield - Kepnock,13.4,13.3,13
112021245,Casino Region,13.5,13.3,13
101041018,Batemans Bay - South,14.2,13.3,13
302021028,Chermside,10,13.4,13
306021152,Manunda,11.5,13.4,13
319051522,Burrum - Fraser,13.3,13.4,13
407031162,Loxton,14,13.4,13
101041026,Moruya - Tuross Head,14.3,13.4,13
801061131,Kingston (ACT),11.8,13.5,13
310031288,Ipswich - North,13.1,13.5,13
311031316,Hillcrest,13.1,13.5,13
210031236,Coburg North,11.7,13.6,13
106021118,Thornton - Millers Forest,13.2,13.6,13
128021609,Woronora Heights,13.8,13.7,13
601021011,Rokeby,13.9,13.9,13
207031165,Burwood,8.2,12.3,13.1
125041589,Wentworthville - Westmead,8.5,12.8,13.1
502011027,Mandurah - North,10.5,12.8,13.1
307011178,Tara,12.6,12.8,13.1
215021398,Mildura Region,12.8,12.8,13.1
307021182,Pittsworth,12.8,12.8,13.1
209011196,Bundoora - East,10.7,12.9,13.1
801051050,Ainslie,11.9,12.9,13.1
405021117,Gilbert Valley,13.3,12.9,13.1
111011213,Valentine - Eleebana,12.9,13,13.1
307011175,Miles - Wandoan,12.9,13,13.1
204021065,Rutherglen,13.3,13,13.1
311041320,Greenbank,13.4,13,13.1
604031095,Smithton,13.5,13,13.1
319021509,Nanango,13.1,13.1,13.1
212051319,Ashwood - Chadstone,10.8,13.2,13.1
316031427,Maroochydore - Kuluin,11.8,13.2,13.1
316071546,Diddillibah - Rosemount,12.5,13.2,13.1
319011497,Bundaberg North - Gooburrum,13.3,13.2,13.1
204031068,Beechworth,13.5,13.2,13.1
318011462,Charters Towers,13.5,13.2,13.1
604011084,Wynyard,13.5,13.2,13.1
101041027,Narooma - Bermagui,14,13.2,13.1
210031237,Fawkner,10.5,13.3,13.1
318021472,Cranbrook,12.3,13.3,13.1
407031164,Mannum,13.5,13.3,13.1
501031018,Donnybrook - Balingup,13.5,13.3,13.1
604021085,Devonport,13.5,13.3,13.1
104011082,Maclean - Yamba - Iluka,13.6,13.3,13.1
208031185,Carrum - Patterson Lakes,13,13.4,13.1
101041023,Eden,14.7,13.4,13.1
601031018,Montrose - Rosetta,12.8,13.5,13.1
103041077,Orange,13.2,13.5,13.1
310021277,Boonah,13.3,13.5,13.1
107011131,Dapto - Avondale,13.7,13.5,13.1
105021097,Broken Hill,13.9,13.5,13.1
203011036,Winchelsea,13.4,13.6,13.1
312031361,Proserpine,13.4,13.6,13.1
101041021,Broulee - Tomakin,14.4,13.6,13.1
314021389,Murrumba Downs - Griffin,12.3,13.7,13.1
313041373,Deception Bay,13.5,13.7,13.1
216011406,Echuca,14.6,13.7,13.1
305041135,Paddington - Milton,12.2,13.8,13.1
801071075,Conder,12.5,12.6,13.2
115011556,Castle Hill - South,11.1,12.8,13.2
509011234,Plantagenet,12.5,12.9,13.2
308051533,Clinton - New Auckland,11.7,13,13.2
301021013,Victoria Point,12.1,13,13.2
309061250,Worongary - Tallai,12.1,13,13.2
208031187,Chelsea Heights,12.4,13,13.2
307011172,Chinchilla,12.9,13,13.2
306021154,Westcourt - Bungalow,10.7,13.1,13.2
101021010,Queanbeyan - East,12,13.1,13.2
601021008,Lindisfarne - Rose Bay,12.8,13.1,13.2
215021470,Mildura - South,13,13.1,13.2
405021119,Wakefield - Barunga West,13.2,13.1,13.2
110011189,Walcha,13.7,13.1,13.2
308031218,Rockhampton Region - East,13.2,13.2,13.2
602021055,Grindelwald - Lanena,13.2,13.2,13.2
316071547,Eumundi - Yandina,12.5,13.3,13.2
313011363,Bribie Island,13.4,13.3,13.2
114011280,Sussex Inlet - Berrara,13.5,13.3,13.2
402041171,Mawson Lakes - Globe Derby Park,10.5,13.4,13.2
403021062,Morphettville,11.8,13.4,13.2
507011259,Beeliar - Wattleup,11.8,13.4,13.2
310041299,Collingwood Park - Redbank,12.3,13.4,13.2
319011500,Millbank - Avoca,13.2,13.4,13.2
604021088,Miandetta - Don,13.5,13.4,13.2
101051539,Goulburn,13.3,13.5,13.2
604021089,Port Sorell,13.4,13.5,13.2
110041202,Tamworth - East,13.6,13.5,13.2
319051523,Granville,13.8,13.5,13.2
601031020,New Norfolk,13.8,13.5,13.2
304031097,Taringa,10.8,13.6,13.2
511041291,Morawa,13.1,13.6,13.2
105031102,Dubbo - West,13.5,13.6,13.2
310021282,Rosewood,13.6,13.7,13.2
603031073,Forestier - Tasman,13.8,13.7,13.2
504031061,Hazelmere - Guildford,13.2,13.8,13.2
212011289,Emerald - Cockatoo,13.9,13.8,13.2
407031160,Berri,14,13.8,13.2
318021484,Mount Louisa,13,14,13.2
603011067,Southern Midlands,13.9,14,13.2
113011256,Griffith (NSW),11.7,12.8,13.3
111011212,Swansea - Caves Beach,12.6,12.9,13.3
212031458,Narre Warren South (West),10.6,13,13.3
115011555,Castle Hill - North,11.6,13,13.3
212021455,Narre Warren - North East,12,13,13.3
307011174,Inglewood - Waggamba,13,13,13.3
209041434,Mernda,11,13.1,13.3
501021014,Harvey,12.6,13.1,13.3
509011225,Albany,12.6,13.1,13.3
501021016,Waroona,12.9,13.1,13.3
509011227,Bayonet Head - Lower King,13,13.1,13.3
215021399,Red Cliffs,13.6,13.1,13.3
209041224,Wallan,12.7,13.2,13.3
109031182,Deniliquin,13.4,13.2,13.3
501031019,Manjimup,13.7,13.2,13.3
316031428,Mooloolaba - Alexandra Headland,11.9,13.3,13.3
109031184,Moama,13.4,13.3,13.3
604011082,Ulverstone,13.5,13.3,13.3
105031099,Coonabarabran,13.6,13.3,13.3
105031106,Wellington,13.7,13.3,13.3
102011043,Wyoming,12.7,13.4,13.3
109011173,Albury - North,13,13.4,13.3
110021190,Glen Innes,13.5,13.4,13.3
114011283,Ulladulla Region,13.5,13.4,13.3
108011152,Forster,13.6,13.4,13.3
105031105,Narromine,13.7,13.4,13.3
109031180,Corowa,13.8,13.4,13.3
204031075,Yackandandah,13.8,13.4,13.3
204031070,Chiltern - Indigo Valley,13.9,13.4,13.3
108051170,Taree Region,14,13.4,13.3
309101270,Surfers Paradise,10.7,13.5,13.3
306021155,White Rock,12.4,13.5,13.3
102011042,Woy Woy - Blackwall,12.8,13.5,13.3
312021353,Seaforth - Calen,13.2,13.5,13.3
405041126,Wallaroo,13.4,13.5,13.3
311051323,Bethania - Waterford,12.6,13.6,13.3
316071545,Bli Bli,12.9,13.6,13.3
407031167,Renmark,13.3,13.6,13.3
112021247,Kyogle,13.6,13.6,13.3
511041292,Northampton - Mullewa - Greenough,13.4,13.7,13.3
114011277,North Nowra - Bomaderry,13.6,13.7,13.3
407021152,Millicent,14.1,13.7,13.3
407021173,Mount Gambier - East,13.7,13.8,13.3
305011112,West End,11.6,13.9,13.3
214021377,Dromana,14.2,13.9,13.3
211011254,Knoxfield - Scoresby,9.8,12.7,13.4
310031290,Karana Downs,12.1,13.2,13.4
601021010,Risdon Vale,14.1,13.2,13.4
305031126,Kelvin Grove - Herston,9.5,13.3,13.4
506041136,Maddington - Orange Grove - Martin,10.6,13.4,13.4
308031220,Rockhampton Region - West,13.5,13.4,13.4
105031104,Gilgandra,13.7,13.4,13.4
109021178,Wentworth - Buronga,13.8,13.4,13.4
405021116,Clare,14,13.4,13.4
403041071,Aberfoyle Park,12.2,13.5,13.4
310031289,Karalee - Barellan Point,12.7,13.5,13.4
106011112,Singleton,13.3,13.5,13.4
107041549,Wollongong - West,11.8,13.6,13.4
103011060,Bathurst Region,12.9,13.6,13.4
310041297,Camira - Gailes,13.3,13.6,13.4
601021004,Bellerive - Rosny,13.4,13.6,13.4
603011065,Central Highlands,13.4,13.6,13.4
101041019,Bega - Tathra,14.4,13.6,13.4
601031017,Glenorchy,12.7,13.7,13.4
107011545,Berkeley - Lake Heights - Cringila,13.6,13.7,13.4
308031206,Bouldercombe,13.8,13.7,13.4
104021087,Dorrigo,14.3,13.7,13.4
309031237,Coombabah,13.2,13.8,13.4
316051544,Peregian Springs,13.4,13.8,13.4
310021280,Lockyer Valley - East,13.6,13.8,13.4
212011292,Pakenham - South,12.3,13.9,13.4
311051325,Loganholme - Tanah Merah,13.3,13.9,13.4
214011374,Langwarrin,13.8,14,13.4
207031163,Box Hill,8.4,12,13.5
213041461,Burnside,10.5,12.6,13.5
116011307,Lalor Park - Kings Langley,11.5,13,13.5
115011553,Castle Hill - Central,10.9,13.2,13.5
310041303,Springfield,12.6,13.3,13.5
801011003,Bruce,10.5,13.4,13.5
111011206,Belmont - Bennetts Green,13.2,13.4,13.5
501021007,Capel,13.3,13.4,13.5
604011079,Penguin - Sulphur Creek,13.6,13.4,13.5
310041300,Goodna,11.6,13.5,13.5
402051053,Modbury Heights,12.6,13.5,13.5
216021411,Cobram,13.2,13.5,13.5
602021057,Westbury,13.2,13.5,13.5
303021058,Woolloongabba,10.2,13.6,13.5
601021006,Geilston Bay - Risdon,13.5,13.6,13.5
601031016,Derwent Park - Lutana,12.9,13.7,13.5
317011453,Newtown (Qld),13,13.7,13.5
319011501,Svensson Heights - Norville,13.7,13.7,13.5
504031066,Midland - Guildford,12.3,13.8,13.5
103041078,Orange - North,13.5,13.8,13.5
601021009,Mornington - Warrane,13.7,13.8,13.5
106041126,Muswellbrook,14,13.8,13.5
309081262,Varsity Lakes,12.1,13.9,13.5
213051361,Hoppers Crossing - North,12.8,13.9,13.5
307031189,Warwick,13.8,13.9,13.5
407031159,Barmera,14.4,13.9,13.5
312031359,Airlie - Whitsundays,13.1,14.1,13.5
402011027,Lewiston - Two Wells,15.2,14.9,13.5
211011260,Wantirna South,9.8,12.4,13.6
315021405,Mount Isa,11.6,12.8,13.6
501021012,Eaton - Pelican Point,12.6,13.2,13.6
303031065,Upper Mount Gravatt,10.7,13.3,13.6
308031208,Frenchville - Mount Archer,12.8,13.3,13.6
307011173,Goondiwindi,13.3,13.3,13.6
506011112,Camillo - Champion Lakes,12.1,13.4,13.6
501021015,East Bunbury - Glen Iris,12.8,13.4,13.6
204031072,Towong,13.5,13.4,13.6
505031107,Tapping - Ashby - Sinagra,11,13.5,13.6
102011032,Gosford - Springfield,12.1,13.5,13.6
111031225,Lambton - New Lambton,12.6,13.5,13.6
124031462,Kingswood - Werrington,11.5,13.6,13.6
303021056,Holland Park,11.7,13.6,13.6
308011192,Emerald,12.2,13.6,13.6
308031223,Yeppoon,13.4,13.6,13.6
405041124,Kadina,13.6,13.6,13.6
402031037,Northgate - Oakden - Gilles Plains,10.8,13.7,13.6
509021237,Cunderdin,13,13.7,13.6
102011034,Kincumber - Picketts Valley,13.1,13.7,13.6
601051030,New Town,12.7,13.8,13.6
108011154,Tuncurry,14,13.8,13.6
128011605,Lilli Pilli - Port Hacking - Dolans Bay,13.2,13.9,13.6
104021091,Woolgoolga - Arrawarra,13.7,13.9,13.6
305041137,Toowong,11.1,14,13.6
209021207,Reservoir - East,11.2,14,13.6
209041432,Epping - South,11.9,14,13.6
124051581,St Marys - North St Marys,12.5,14.1,13.6
511041285,Geraldton,13.2,14.1,13.6
318021480,Kelso,14.2,14.1,13.6
318021473,Deeragun,13.6,14.3,13.6
318021482,Kirwan - West,13.7,14.3,13.6
313041372,Burpengary,14.2,14.6,13.6
601061035,Sorell - Richmond,15.2,15.6,13.6
116011561,Blacktown (West),10.7,13.1,13.7
209041436,South Morang (South),11.4,13.1,13.7
111021216,Bonnells Bay - Silverwater,13.2,13.2,13.7
110031198,Narrabri Region,13.5,13.3,13.7
501021009,Collie,13.6,13.3,13.7
403011057,Glenelg (SA),11.6,13.4,13.7
302031035,Boondall,11.1,13.5,13.7
501021253,South Bunbury - Bunbury,12.5,13.5,13.7
319021505,Kingaroy,13.2,13.5,13.7
202031033,Loddon,13.3,13.5,13.7
108021156,Kempsey Region,13.6,13.5,13.7
602011039,Legana,13.6,13.5,13.7
302031039,Nudgee - Banyo,11.3,13.6,13.7
209011204,Watsonia,12.6,13.6,13.7
113011257,Griffith Region,13.2,13.6,13.7
401021009,Nairne,13.3,13.6,13.7
202031032,Bendigo Region - North,13.6,13.6,13.7
319011496,Bundaberg East - Kalkie,13.6,13.6,13.7
104011080,Grafton,13.8,13.6,13.7
801051124,Campbell,13,13.7,13.7
402051050,Greenwith,13.1,13.7,13.7
602021054,Deloraine,13.3,13.7,13.7
106041128,Scone,13.6,13.7,13.7
319021506,Kingaroy Region - North,14.2,13.7,13.7
506041134,Gosnells,11.6,13.8,13.7
313011362,Beachmere - Sandstone Point,14.3,13.8,13.7
108051169,Taree,14.6,13.8,13.7
102021044,Bateau Bay - Killarney Vale,13.9,13.9,13.7
210031440,Hadfield,12.4,14,13.7
204031074,Wodonga,13.9,14,13.7
507031261,Casuarina - Wandi,11.3,14.1,13.7
309081260,Merrimac,13.1,14.1,13.7
112021246,Goonellabah,14.2,14.3,13.7
203021047,North Geelong - Bell Park,14.8,14.4,13.7
105011094,Coonamble,14.4,15.2,13.7
111011211,Redhead,12.7,13.2,13.8
308031212,Mount Morgan,13.7,13.3,13.8
505021085,Balga - Mirrabooka,9.6,13.4,13.8
212021456,Narre Warren - South West,11.4,13.5,13.8
110031196,Moree Region,13.4,13.5,13.8
108021159,Nambucca Heads Region,13.6,13.5,13.8
405021118,Goyder,13.6,13.5,13.8
213011328,Ardeer - Albion,10.6,13.6,13.8
502011024,Halls Head - Erskine,12.1,13.6,13.8
206071142,Fitzroy,11.7,13.7,13.8
316031425,Coolum Beach,12.6,13.7,13.8
311031314,Crestmead,12.9,13.7,13.8
124031459,Emu Plains - Leonay,13.2,13.7,13.8
215021469,Mildura - North,13.3,13.7,13.8
311011305,Beaudesert,14.3,13.7,13.8
111011207,Belmont South - Blacksmiths,13.6,13.8,13.8
112031551,Terranora - North Tumblegum,14,13.8,13.8
108021155,Kempsey,14.2,13.8,13.8
106011110,Dungog,13.9,13.9,13.8
318021485,Mundingburra,12.9,14,13.8
317011459,Wilsonton,13.7,14,13.8
114011279,St Georges Basin - Erowal Bay,14.3,14,13.8
407021174,Mount Gambier - West,13.8,14.1,13.8
213051368,Werribee - South,13.6,14.2,13.8
112021244,Casino,14.4,14.2,13.8
128021607,Engadine,14.3,14.3,13.8
216031415,Mooroopna,14.3,14.3,13.8
406011131,Kimba - Cleve - Franklin Harbour,13.7,14.6,13.8
319031514,Gympie Region,14.7,14.7,13.8
210021235,Romsey,11.4,13.1,13.9
501021005,Australind - Leschenault,12.9,13.4,13.9
212031457,Narre Warren South (East),11.8,13.6,13.9
204011055,Euroa,13.3,13.6,13.9
316031426,Marcoola - Mudjimba,12.9,13.7,13.9
210051243,Campbellfield - Coolaroo,11.5,13.8,13.9
401011001,Adelaide,9.3,13.9,13.9
210051247,Meadow Heights,11.9,14,13.9
107041146,Figtree - Keiraville,13.2,14,13.9
128011606,Woolaware - Burraneer,13.4,14,13.9
301021527,Redland Islands,13.6,14,13.9
101041017,Batemans Bay,15.1,14,13.9
402041172,Pooraka - Cavan,11.7,14.1,13.9
402051055,St Agnes - Ridgehaven,13.3,14.1,13.9
108051167,Gloucester,14.6,14.1,13.9
318021471,Condon - Rasmussen,13.9,14.2,13.9
511041289,Irwin,14,14.2,13.9
604011080,Romaine - Havenview,14.2,14.3,13.9
319031515,Kilkivan,14.6,14.6,13.9
308041529,Biloela,12.7,14.9,13.9
111021220,Wangi Wangi - Rathmines,13.2,13.5,14
310011271,Darra - Sumner,11.8,13.6,14
206041121,Kensington (Vic.),11.1,13.7,14
109011174,Albury - South,13,13.7,14
602011046,Riverside,13.2,13.7,14
311051328,Waterford West,12.4,13.8,14
308031222,The Range - Allenstown,13.1,13.8,14
110031197,Narrabri,13.6,13.8,14
308031207,Emu Park,13.7,13.8,14
507041183,Willagee,12,14,14
311031311,Boronia Heights - Park Ridge,13.6,14,14
124031461,Jamisontown - South Penrith,13.3,14.1,14
402041041,Para Hills,13,14.2,14
210031438,Glenroy,10.7,14.3,14
112031254,Tweed Heads,13.7,14.3,14
217011423,Southern Grampians,14.2,14.3,14
211031452,Croydon South,13.7,14.4,14
205031087,Foster,14.5,14.4,14
318021481,Kirwan - East,13.6,14.5,14
319031511,Cooloola,14.9,14.9,14
210021234,Riddells Creek,11.6,13,14.1
213051363,Laverton,9.7,13.5,14.1
111021218,Morisset - Cooranbong,12.8,13.6,14.1
311031317,Marsden,12,13.7,14.1
106011107,Branxton - Greta - Pokolbin,13.6,13.8,14.1
602021056,Hadspen - Carrick,13.7,13.8,14.1
308031210,Gracemere,13.8,13.8,14.1
108021157,Macksville - Scotts Head,13.9,13.9,14.1
506011114,Kelmscott,12.9,14,14.1
404011094,Royal Park - Hendon - Albert Park,13,14,14.1
317011456,Toowoomba - Central,13.1,14,14.1
217031473,Colac Region,13.3,14,14.1
105031100,Dubbo - East,14,14,14.1
108021160,South West Rocks,14,14,14.1
303021052,Annerley,11.1,14.1,14.1
302041045,Taigum - Fitzgibbon,10.8,14.2,14.1
112011240,Byron Bay,12.7,14.2,14.1
318021478,Hermit Park - Rosslea,12.7,14.2,14.1
311021308,Edens Landing - Holmview,12.9,14.2,14.1
313051542,Scarborough - Newport - Moreton Island,13.5,14.2,14.1
316051543,Peregian Beach - Marcus Beach,14,14.2,14.1
601031015,Claremont (Tas.),14.2,14.2,14.1
211051285,Wandin - Seville,13.9,14.3,14.1
205041097,Traralgon,14.4,14.3,14.1
205041094,Churchill,15,14.3,14.1
318021479,Hyde Park - Pimlico,12.9,14.4,14.1
215011394,Yarriambiack,14.5,14.4,14.1
203021039,Geelong,13.7,14.5,14.1
107011547,Windang - Primbee,14.6,14.5,14.1
101041025,Merimbula - Tura Beach,15.2,14.5,14.1
205041096,Morwell,15.1,14.6,14.1
406011133,Port Lincoln,14.7,14.8,14.1
212011290,Koo Wee Rup,15.1,15,14.1
