SA2 Code,SA2 Label,Diabetes (%) All ages,Diabetes (%) 60 years and over,Diabetes (%) 70 years and over
115011296,West Pennant Hills,4.9,13.7,16.8
801041046,Ngunnawal,3.2,13.9,16.8
210041241,Sunbury - South,4.1,13.9,16.8
402011025,Gawler - North,4.2,13.9,16.8
118021564,Kensington (NSW),3.2,14.1,16.8
102021051,Ourimbah - Fountaindale,4.5,14.1,16.8
107041145,Corrimal - Tarrawanna - Bellambi,5.1,14.5,16.8
110041205,Tamworth Region,5.8,14.5,16.8
212051324,Mount Waverley - South,4.8,14.7,16.8
407011144,Goolwa - Port Elliot,8.6,14.7,16.8
305011111,Spring Hill,2.9,13.3,16.9
506031131,Willetton,4.4,13.4,16.9
312021350,Ooralea - Bakers Creek,3.7,13.6,16.9
201021010,Creswick - Clunes,6,13.8,16.9
118021568,Maroubra - West,3.8,14.2,16.9
109011174,Albury - South,5.6,14.2,16.9
204011057,Mansfield (Vic.),6.5,14.2,16.9
112021246,Goonellabah,5.4,14.6,16.9
308011191,Central Highlands - West,5.3,15.5,16.9
102021050,Lake Munmorah - Mannering Park,6.9,15.5,16.9
208021182,Ormond - Glen Huntly,3.6,13.5,17
115011559,Kellyville,3.8,13.9,17
801041037,Crace,2.5,14,17
107031136,Albion Park - Macquarie Pass,3.8,14,17
405011113,Mallala,5.6,14.1,17
314031391,Bray Park,4.2,14.2,17
118021350,Malabar - La Perouse - Chifley,4.8,14.2,17
101041024,Eurobodalla Hinterland,6.9,14.2,17
401041016,Rostrevor - Magill,5.1,14.7,17
102021047,Chittaway Bay - Tumbi Umbi,4.9,14.8,17
107041144,Balgownie - Fairy Meadow,5.2,14.8,17
311051323,Bethania - Waterford,4.6,15,17
206071143,Fitzroy North,3.6,13,17.1
701011004,Fannie Bay - The Gardens,4.7,13.4,17.1
210041240,Sunbury,4,13.5,17.1
126021503,West Ryde - Meadowbank,3.7,14.1,17.1
126021591,Ryde,4,14.2,17.1
106021116,Maitland - North,4.4,14.2,17.1
107031137,Albion Park Rail,4.8,14.3,17.1
107031142,Shellharbour - Oak Flats,5.1,14.3,17.1
505031107,Tapping - Ashby - Sinagra,3.6,14.5,17.1
314021388,Dakabin - Kallangur,4,14.5,17.1
112031251,Murwillumbah,5.9,14.6,17.1
125021476,Carlingford,4.9,14.9,17.1
308011192,Emerald,3.2,15.1,17.1
110021193,Inverell Region - West,6.6,15.2,17.1
701011008,Stuart Park,3.5,12.6,17.2
507011158,North Coogee,4.3,13.2,17.2
504031060,Gidgegannup,5,14,17.2
115041302,Rouse Hill - Beaumont Hills,3.3,14.2,17.2
126021500,Macquarie Park - Marsfield,3.9,14.3,17.2
303061079,Sunnybank,4.1,14.4,17.2
212051319,Ashwood - Chadstone,4,14.6,17.2
311021308,Edens Landing - Holmview,3.6,15,17.2
601021009,Mornington - Warrane,5.1,15.6,17.2
311051324,Cornubia - Carbrook,4.3,13.3,17.3
310031294,Ripley,2.8,13.5,17.3
205041098,Yallourn North - Glengarry,4.4,13.5,17.3
310031289,Karalee - Barellan Point,4.1,13.6,17.3
308031206,Bouldercombe,5.6,14.2,17.3
202011021,Flora Hill - Spring Gully,4.7,14.8,17.3
101051540,Goulburn Region,6.2,14.8,17.3
101041026,Moruya - Tuross Head,7.9,15,17.3
202011022,Kangaroo Flat - Golden Square,5.5,15.1,17.3
509021242,Mukinbudin,6.1,15.1,17.3
112021244,Casino,6,15.3,17.3
106041129,Scone Region,5.9,16,17.3
311051327,Shailer Park,4.1,13.3,17.4
115011557,Castle Hill - West,4.2,13.9,17.4
402011027,Lewiston - Two Wells,4.3,14,17.4
319031514,Gympie Region,6.1,14.3,17.4
118021565,Kingsford,3.3,14.5,17.4
215011393,West Wimmera,6.7,15,17.4
309031236,Biggera Waters,5.6,15.1,17.4
102021055,Tuggerah - Kangy Angy,4.6,15.2,17.4
106021115,Maitland - East,4.9,15.2,17.4
101051539,Goulburn,5.3,15.2,17.4
307031187,Stanthorpe,7.1,15.4,17.4
310031288,Ipswich - North,3.8,13.9,17.5
107031141,Shellharbour - Flinders,4.1,14.3,17.5
504011044,Bassendean - Eden Hill - Ashfield,4.6,14.3,17.5
506011113,Forrestdale - Harrisdale - Piara Waters,2.4,14.5,17.5
106011112,Singleton,4.2,14.8,17.5
505031257,Two Rocks,4.7,14.8,17.5
123011433,Camden - Ellis Lane,4.8,14.9,17.5
212051325,Mulgrave,4.8,15,17.5
112021248,Lismore,5.6,15.2,17.5
505031099,Butler - Merriwa - Ridgewood,3.6,15.4,17.5
102021056,Warnervale - Wadalba,4,15.4,17.5
602011037,Kings Meadows - Punchbowl,5.6,15.7,17.5
108041162,Laurieton - Bonny Hills,8.4,15.8,17.5
311051325,Loganholme - Tanah Merah,3.8,13.8,17.6
401041014,Athelstone,5.1,14.2,17.6
206041123,North Melbourne,3,14.5,17.6
602021057,Westbury,6.2,14.5,17.6
506011117,Seville Grove,3,14.6,17.6
109011173,Albury - North,5.1,14.9,17.6
401041015,Paradise - Newton,5.4,15.1,17.6
102021052,Summerland Point - Gwandalan,6,15.5,17.6
602011047,South Launceston,4.9,15.6,17.6
206031114,Essendon - Aberfeldie,3.7,13.1,17.7
313041376,Upper Caboolture,4.5,14.1,17.7
604021092,Turners Beach - Forth,6,14.2,17.7
404011096,West Lakes,6.5,14.4,17.7
112021247,Kyogle,6.9,14.8,17.7
504011047,Morley,4.9,14.9,17.7
124041468,Yarramundi - Londonderry,4.6,15.5,17.7
407021155,Naracoorte Region,5.4,13.7,17.8
311061329,Daisy Hill,4.6,14.6,17.8
604011076,Burnie - Ulverstone Region,5.7,14.8,17.8
311061334,Springwood,4.9,15,17.8
201011006,Delacombe,4.5,15.2,17.8
313021369,Wamuran,5.2,15.2,17.8
306021156,Whitfield - Edge Hill,5.5,15.2,17.8
106021117,Maitland - West,4.2,15.3,17.8
307011176,Roma,4.3,15.3,17.8
506031124,Bentley - Wilson - St James,4.4,15.7,17.8
206071144,Richmond (Vic.),3.1,13.3,17.9
208021180,Hughesdale,3.8,14.4,17.9
509031250,Wagin,6.2,14.4,17.9
309091264,Molendinar,4.6,14.7,17.9
202011018,Bendigo,5.3,15.2,17.9
306021146,Earlville - Bayview Heights,5.9,15.4,17.9
504011048,Noranda,5.6,14.1,18
507021165,Fremantle,5.4,14.4,18
105031103,Dubbo Region,5.6,15.1,18
204011059,Seymour,6.3,15.2,18
407021174,Mount Gambier - West,5.5,15.3,18
310031293,Raceview,4.3,15.4,18
119031372,Peakhurst - Lugarno,5.4,15.4,18
309031238,Labrador,5.9,15.5,18
212051320,Clayton,3,15.8,18
108041166,Wauchope,6.3,16,18
305011106,Fortitude Valley,2.6,13.9,18.1
117031335,Redfern - Chippendale,3.1,14.1,18.1
313041375,Narangba,3.3,14.5,18.1
212051326,Oakleigh - Huntingdale,4.2,15.3,18.1
506021122,Rivervale - Kewdale - Cloverdale,4.3,15.4,18.1
602031100,Scottsdale - Bridport,6.8,15.5,18.1
307011175,Miles - Wandoan,5.4,15.6,18.1
310031283,Brassall,4.4,15.7,18.1
403021058,Edwardstown,5.3,15.7,18.1
103021064,Cowra Region,7.1,16.1,18.1
701011006,Ludmilla - The Narrows,4.2,13.9,18.2
104021086,Coramba - Nana Glen - Bucca,5.6,14.5,18.2
604031094,North West,5.2,14.8,18.2
303051072,Algester,4.3,15.3,18.2
309061248,Nerang - Mount Nathan,5.4,15.5,18.2
109011176,Lavington,5.9,15.5,18.2
319041516,Booral - River Heads,6.5,15.9,18.2
601021011,Rokeby,4.8,16,18.2
602011041,Newnham - Mayfield,5.3,16,18.2
103041077,Orange,6.1,16.4,18.2
502011023,Greenfields,6.9,16.7,18.2
702011051,Ross,5.5,13.2,18.3
507011260,Jandakot,5,13.6,18.3
117031336,Surry Hills,3.2,13.9,18.3
506021123,Victoria Park - Lathlain - Burswood,3.9,14.2,18.3
505031101,Clarkson,3.2,14.6,18.3
303061077,Kuraby,3.9,14.9,18.3
404011092,Henley Beach,5.4,15,18.3
119031371,Oatley - Hurstville Grove,4.9,15.1,18.3
313041372,Burpengary,4.6,15.2,18.3
112021245,Casino Region,6.6,15.2,18.3
602011050,Waverley - St Leonards,5,15.3,18.3
311061332,Rochedale South - Priestdale,4.7,15.5,18.3
202011019,California Gully - Eaglehawk,5.3,15.5,18.3
509021238,Dowerin,6.4,15.7,18.3
125041490,North Rocks,5.3,15.8,18.3
215011390,Nhill Region,7,15.8,18.3
319021503,Gayndah - Mundubbera,6.8,15.9,18.3
201011004,Ballarat - South,5.2,16.1,18.3
317011456,Toowoomba - Central,5.6,16.2,18.3
124041467,Windsor - Bligh Park,4.4,16.3,18.3
110041202,Tamworth - East,5.9,16.3,18.3
511011274,Esperance,6,16.3,18.3
313011363,Bribie Island,10.1,16.6,18.3
603011067,Southern Midlands,5.8,14.5,18.4
306041165,Port Douglas,6.1,14.9,18.4
407021158,Wattle Range,6.3,14.9,18.4
215011389,Horsham Region,5.6,15,18.4
505031103,Madeley - Darch - Landsdale,3.3,15.1,18.4
306021153,Mount Sheridan,4.3,15.1,18.4
104021083,Bellingen,6.3,15.2,18.4
315011400,Tablelands,6.9,15.3,18.4
407021151,Kingston - Robe,7.3,15.4,18.4
215011394,Yarriambiack,7.2,15.7,18.4
602011036,Invermay,5.3,15.9,18.4
307011174,Inglewood - Waggamba,6.6,16.1,18.4
319011493,Bargara - Burnett Heads,7.3,16.1,18.4
501021015,East Bunbury - Glen Iris,5.9,16.2,18.4
110041200,Gunnedah Region,6.3,16.3,18.4
307031189,Warwick,6.4,16.3,18.4
702011047,Flynn (NT),3.8,13.6,18.5
507011161,Success - Hammond Park,2.7,14.5,18.5
117031338,Waterloo - Beaconsfield,2.9,14.7,18.5
106021118,Thornton - Millers Forest,3.9,14.9,18.5
505031258,Yanchep,3.7,15.1,18.5
507031261,Casuarina - Wandi,3.5,15.3,18.5
404011091,Flinders Park,5.5,15.7,18.5
124031459,Emu Plains - Leonay,5.1,15.8,18.5
307011173,Goondiwindi,5.2,16.1,18.5
403021061,Mitchell Park,6.1,16.5,18.5
319041519,Point Vernon,7.8,16.7,18.5
602011040,Mowbray,5.1,16.9,18.5
108011154,Tuncurry,10.3,17,18.5
702011048,Larapinta,3.8,13.3,18.6
120011385,Drummoyne - Rodd Point,4.7,14.4,18.6
313041374,Morayfield,5.1,14.6,18.6
504031068,The Vines,3.8,14.9,18.6
407021157,Tatiara,5.6,15.1,18.6
310031285,Churchill - Yamanto,4,15.2,18.6
505031105,Mindarie - Quinns Rocks - Jindalee,4.1,15.2,18.6
507031169,Bertram - Wellard (West),2.5,15.5,18.6
118021567,Maroubra - South,5,15.7,18.6
407031161,Karoonda - Lameroo,6.7,15.8,18.6
313021364,Burpengary - East,4.8,15.9,18.6
407021154,Naracoorte,5.6,15.9,18.6
215011388,Horsham,5.9,16,18.6
108011153,Forster-Tuncurry Region,7.8,16,18.6
509021241,Moora,5.8,16.2,18.6
318021469,Belgian Gardens - Pallarenda,6.3,16.2,18.6
108021160,South West Rocks,9.1,16.4,18.6
502011029,Pinjarra,6.3,16.5,18.6
506021118,Belmont - Ascot - Redcliffe,4.5,15.3,18.7
124031461,Jamisontown - South Penrith,4.9,16,18.7
604011079,Penguin - Sulphur Creek,6.3,16,18.7
216011410,Rushworth,7.7,16,18.7
212021293,Berwick - North,5.4,16.1,18.7
403041086,Reynella,5.8,16.2,18.7
317011453,Newtown (Qld),5.8,16.6,18.7
201011008,Wendouree - Miners Rest,6,16.7,18.7
108051171,Wingham,7.1,16.8,18.7
319041521,Urangan - Wondunna,7.6,16.8,18.7
108011152,Forster,8.8,16.8,18.7
319041520,Torquay - Scarness - Kawungan,8.2,17.1,18.7
303061078,Runcorn,3.6,14.4,18.8
210011231,Strathmore,4.5,14.6,18.8
801041039,Franklin,2.2,14.7,18.8
507011159,South Lake - Cockburn Central,4.3,14.9,18.8
123011435,Mount Annan - Currans Hill,3.2,15.2,18.8
506021119,East Victoria Park - Carlisle,3.9,15.2,18.8
407021150,Grant,5.7,15.2,18.8
504031061,Hazelmere - Guildford,4.6,15.4,18.8
311061335,Underwood,3.8,15.5,18.8
119031374,South Hurstville - Blakehurst,4.7,15.7,18.8
313021367,Elimbah,4.9,15.8,18.8
215031405,Swan Hill Region,6.3,15.9,18.8
215031401,Gannawarra,7.4,16.2,18.8
403041072,Aldinga,5.3,16.3,18.8
307011172,Chinchilla,5,16.5,18.8
106031120,Lemon Tree Passage - Tanilba Bay,7.6,16.6,18.8
311011305,Beaudesert,6.4,16.9,18.8
319041518,Pialba - Eli Waters,8.5,17.5,18.8
507011148,Banjup,2.7,14.3,18.9
507011152,Coogee,4.8,14.9,18.9
504011045,Bayswater - Embleton - Bedford,4.5,15.3,18.9
303051075,Parkinson - Drewvale,3.5,15.4,18.9
124031465,Warragamba - Silverdale,4.1,15.5,18.9
504021054,Swan View - Greenmount - Midvale,6.1,15.9,18.9
303051074,Pallara - Willawong,3.5,16,18.9
123011434,Elderslie - Harrington Park,3.9,16,18.9
501021016,Waroona,6.3,16.1,18.9
103031074,Mudgee Region - West,6.5,16.2,18.9
215031400,Buloke,7.5,16.3,18.9
501021009,Collie,6.1,16.4,18.9
108021155,Kempsey,6.3,16.4,18.9
317011454,North Toowoomba - Harlaxton,5.5,16.6,18.9
602011045,Ravenswood,5.9,16.7,18.9
318021485,Mundingburra,6.5,16.7,18.9
317011459,Wilsonton,6.5,16.9,18.9
102011040,Umina - Booker Bay - Patonga,7.2,16.9,18.9
103021069,West Wyalong,6.6,17,18.9
310011275,Oxley (Qld),4.4,17.2,18.9
505031100,Carramar,2.6,14.7,19
601061034,Dodges Ferry - Lewisham,6,15.6,19
306021144,Bentley Park,3.5,15.7,19
308051530,Agnes Water - Miriam Vale,7.3,15.7,19
306041164,Daintree,6.6,15.9,19
124031463,Mulgoa - Luddenham - Orchard Hills,4.3,16,19
104021087,Dorrigo,8.1,16.1,19
402031038,Windsor Gardens,4.8,16.4,19
403041087,Seaford (SA),5.3,16.5,19
319031512,Gympie - North,6.2,16.5,19
215031402,Kerang,7.5,16.9,19
313011362,Beachmere - Sandstone Point,8.2,17,19
102011042,Woy Woy - Blackwall,7.4,17.2,19
507011153,Coolbellup,4.7,15.6,19.1
311031316,Hillcrest,4.2,15.7,19.1
505031108,Wanneroo,4.4,15.7,19.1
124031457,Cambridge Park,4.6,15.7,19.1
604031095,Smithton,5.6,15.8,19.1
402031037,Northgate - Oakden - Gilles Plains,4.8,16.3,19.1
509021240,Merredin,6,16.4,19.1
104011080,Grafton,6.4,16.6,19.1
319031511,Cooloola,10.1,16.6,19.1
108051170,Taree Region,8.7,16.7,19.1
310041299,Collingwood Park - Redbank,4.2,17.1,19.1
507011163,Yangebup,3.7,14.4,19.2
507011259,Beeliar - Wattleup,3.3,14.6,19.2
120011383,Concord - Mortlake - Cabarita,5,14.8,19.2
303061080,Sunnybank Hills,4.7,15.6,19.2
124031460,Glenmore Park - Regentville,3.7,15.7,19.2
504031067,Stratton - Jane Brook,3.8,15.8,19.2
407031168,Renmark Region,6.2,15.8,19.2
403041084,Morphett Vale - East,5.9,16.5,19.2
509021243,Northam,6.5,16.7,19.2
110031196,Moree Region,5.3,16.9,19.2
319011500,Millbank - Avoca,7.5,17.5,19.2
701011005,Larrakeyah,4,13.7,19.3
120011384,Concord West - North Strathfield,3.1,14.5,19.3
303051073,Calamvale - Stretton,3.9,15.7,19.3
119031369,Mortdale - Penshurst,4.7,16.1,19.3
604021087,Latrobe,6.5,16.5,19.3
108041165,Port Macquarie Region,7.2,16.5,19.3
215011386,Ararat,6.8,16.7,19.3
114011283,Ulladulla Region,8.7,16.8,19.3
310011273,Forest Lake - Doolandella,4.2,16.9,19.3
113031266,Temora,6.9,16.9,19.3
505031255,Alkimos - Eglinton,2.1,15,19.4
318021487,Oonoonba,3.7,15.8,19.4
204031074,Wodonga,5.2,15.8,19.4
507011160,Spearwood,5.4,15.9,19.4
101041020,Bega-Eden Hinterland,7.7,16,19.4
303021058,Woolloongabba,3.5,16.1,19.4
310041303,Springfield,3.2,16.5,19.4
407031166,Murray Bridge Region,6.5,16.5,19.4
407031162,Loxton,6.8,16.9,19.4
106031122,Raymond Terrace,5.8,17.1,19.4
114011278,Nowra,5.8,17.3,19.4
114011273,Callala Bay - Currarong,8.6,17.3,19.4
105031102,Dubbo - West,5.3,17.4,19.4
504011046,Maylands,4.1,15.4,19.5
306011143,Yorkeys Knob - Machans Beach,6.3,15.5,19.5
504031059,Ellenbrook,3,16.3,19.5
205051104,Yarram,7.8,16.4,19.5
103031071,Lithgow Region,6.9,16.6,19.5
125041494,Winston Hills,5.2,16.9,19.5
509011234,Plantagenet,7.5,16.9,19.5
203021045,Newcomb - Moolap,6.6,17,19.5
319011502,Walkervale - Avenell Heights,6.8,17.5,19.5
502011028,Mandurah - South,8.1,17.5,19.5
114011282,Ulladulla,8.7,17.6,19.5
504031058,Bullsbrook,4.5,15.4,19.6
506041133,Canning Vale - East,3.8,15.9,19.6
311031319,Regents Park - Heritage Park,4,16,19.6
312021357,Walkerston - Eton,5.1,16,19.6
124031458,Castlereagh - Cranebrook,3.5,16.1,19.6
310021278,Esk,8.6,17.3,19.6
205021086,Paynesville,10.1,17.4,19.6
103031070,Lithgow,7,17.5,19.6
108051169,Taree,7.4,17.5,19.6
103021065,Forbes,6.8,17.7,19.6
206031116,Moonee Ponds,4.1,14.7,19.7
604031096,Waratah,6.3,15.6,19.7
210011230,Niddrie - Essendon West,4.5,15.9,19.7
506041135,Huntingdale - Southern River,3.6,16,19.7
312021351,Pioneer Valley,4.3,16,19.7
602031058,Dilston - Lilydale,6.5,16.4,19.7
213021341,Altona,5.6,16.5,19.7
306051168,Kuranda,7.3,16.5,19.7
111031229,Newcastle - Cooks Hill,5.7,16.6,19.7
310041296,Bellbird Park - Brookwater,3.2,16.7,19.7
125021478,Oatlands - Dundas Valley,5,16.7,19.7
215011392,Stawell,7.1,16.7,19.7
205021084,Lakes Entrance,9.1,17.3,19.7
108051167,Gloucester,8.7,17.5,19.7
111011207,Belmont South - Blacksmiths,7.6,17.6,19.7
318021470,Bohle Plains,3.6,15.6,19.8
212021299,Narre Warren North,4.8,15.6,19.8
504031057,Beechboro,3.9,15.7,19.8
312011339,Clermont,4.6,15.7,19.8
201031014,Beaufort,7,16,19.8
311031318,Munruben - Park Ridge South,5,16.1,19.8
104021090,Urunga,8.4,16.6,19.8
205021085,Orbost,9,17.1,19.8
403021064,Warradale,6.4,17.2,19.8
402021033,One Tree Hill,6.7,17.2,19.8
101041027,Narooma - Bermagui,10,17.2,19.8
319051524,Maryborough (Qld),7.5,17.4,19.8
110041204,Tamworth - West,4.7,17.5,19.8
103021066,Grenfell,8.3,17.6,19.8
114011279,St Georges Basin - Erowal Bay,8.1,17.9,19.8
319011497,Bundaberg North - Gooburrum,8.2,18,19.8
318021468,Annandale,4.7,15.7,19.9
120011386,Five Dock - Abbotsford,5.1,15.7,19.9
504031056,Ballajura,4.5,16.1,19.9
212031303,Cranbourne South,4.7,16.4,19.9
506041137,Thornlie,5.3,16.5,19.9
404011095,Seaton - Grange,6.1,16.5,19.9
215031404,Swan Hill,6.1,17.5,19.9
111021219,Toronto - Awaba,7.5,17.6,19.9
125041491,Northmead,4.4,18.1,19.9
318021474,Douglas,3.2,15.2,20
318021482,Kirwan - West,4.2,15.7,20
318021489,Townsville - South,6.2,15.9,20
210011228,Keilor,5.8,16,20
801011004,Charnwood,4.9,16.5,20
210011229,Keilor East,5.8,16.7,20
604021089,Port Sorell,7.7,16.7,20
119031370,Narwee - Beverly Hills,5.4,16.8,20
203021039,Geelong,6,17,20
319011499,Bundaberg Region - South,8.6,17.3,20
104011082,Maclean - Yamba - Iluka,9,17.3,20
507051186,Cooloongup,6.2,17.4,20
310021281,Lowood,6,17.5,20
205021081,Bairnsdale,7.2,17.6,20
403041074,Christies Beach,6.9,18,20
103021067,Parkes (NSW),6.3,18.2,20
212031308,Pearcedale - Tooradin,5.1,16.4,20.1
403041078,Hackham - Onkaparinga Hills,6,16.7,20.1
308031216,Rockhampton - West,6.1,17.5,20.1
403041073,Christie Downs,6.2,17.6,20.1
213021344,Newport,3.7,15.7,20.2
213021346,Williamstown,5,15.8,20.2
312011338,Broadsound - Nebo,4.2,15.9,20.2
119031368,Hurstville,4.3,16.6,20.2
312021353,Seaforth - Calen,6.4,16.6,20.2
306051169,Malanda - Yungaburra,8.1,17,20.2
319011494,Branyan - Kensington,6,17.3,20.2
101041023,Eden,8.5,17.5,20.2
507051193,Warnbro,5.4,17.6,20.2
111021215,Bolton Point - Teralba,6.9,18.1,20.2
201031015,Golden Plains - North,5.8,16.1,20.3
603021072,Huonville - Franklin,6.3,16.6,20.3
504031062,Lockridge - Kiara,4.2,16.7,20.3
216031416,Shepparton - North,5.5,17.1,20.3
604021086,East Devonport,7,17.1,20.3
214011371,Frankston,6,17.2,20.3
319011498,Bundaberg Region - North,7.4,17.3,20.3
601031014,Berriedale - Chigwell,5.9,17.4,20.3
306051167,Herberton,8.5,17.4,20.3
308031207,Emu Park,7.3,17.5,20.3
319051523,Granville,7.4,17.7,20.3
102011032,Gosford - Springfield,6.5,17.8,20.3
319011492,Ashfield - Kepnock,6.4,18,20.3
601031019,Moonah,6.1,18.1,20.3
319011501,Svensson Heights - Norville,7.4,18.3,20.3
114011280,Sussex Inlet - Berrara,10.7,18.4,20.3
603021071,Geeveston - Dover,7.8,16.6,20.4
201031017,Maryborough Region,8,16.9,20.4
318011463,Dalrymple,6.4,17,20.4
403041079,Hackham West - Huntfield Heights,6,17.4,20.4
124031462,Kingswood - Werrington,4.3,17.6,20.4
319011496,Bundaberg East - Kalkie,6.3,17.8,20.4
405021119,Wakefield - Barunga West,7.6,18,20.4
318021484,Mount Louisa,3.7,15.7,20.5
215021398,Mildura Region,6.7,16.4,20.5
201031013,Avoca,8.3,16.9,20.5
111031234,Waratah - North Lambton,5.2,17.9,20.5
403041085,Morphett Vale - West,6.8,17.9,20.5
113031270,Wagga Wagga - West,5.9,18.1,20.5
212031301,Cranbourne East,3.2,18.4,20.5
125041493,Toongabbie - Constitution Hill,6,18.6,20.5
212021294,Berwick - South,3.4,16.5,20.6
102021049,Jilliby - Yarramalong,5.8,17.2,20.6
319051525,Maryborough Region - South,9.1,17.2,20.6
604021085,Devonport,7,17.6,20.6
312021349,North Mackay,6.5,18.1,20.6
601031015,Claremont (Tas.),6.5,18.2,20.6
114011274,Culburra Beach,9.2,18.4,20.6
111011210,Mount Hutton - Windale,6.4,18.5,20.6
603011066,Derwent Valley,6.6,16.4,20.7
214011375,Seaford (Vic.),6.3,17.7,20.7
601031020,New Norfolk,6.9,18.3,20.7
502011025,Mandurah,8.8,18.6,20.7
111031231,Shortland - Jesmond,4.7,18.7,20.7
507051188,Rockingham,8.4,18.9,20.7
106041126,Muswellbrook,5.5,19.1,20.7
701031035,Weddell,4.3,14.6,20.8
209011199,Heidelberg West,5,16.9,20.8
319051522,Burrum - Fraser,9.2,17.7,20.8
602031061,Northern Midlands,7.3,17.8,20.8
509011230,Katanning,6.7,17.9,20.8
505021090,Nollamara - Westminster,4.8,18,20.8
202031033,Loddon,8.6,18,20.8
407031164,Mannum,8.8,18,20.8
313051380,Rothwell - Kippa-Ring,6.7,18.1,20.8
125041489,North Parramatta,4.5,18.3,20.8
308031205,Berserker,6,18.5,20.8
106011108,Cessnock,6.2,18.6,20.8
113011256,Griffith (NSW),6,18.8,20.8
701031032,Humpty Doo,3.9,14,20.9
212031457,Narre Warren South (East),4.2,17.2,20.9
210011226,Airport West,5.7,17.4,20.9
111031227,Mayfield - Warabrook,5.3,17.5,20.9
216031415,Mooroopna,6.6,17.6,20.9
111031224,Hamilton - Broadmeadow,6.1,17.7,20.9
308031211,Lakes Creek,5.2,18,20.9
310041297,Camira - Gailes,5.2,18,20.9
302041043,Deagon,6.5,18.2,20.9
212021456,Narre Warren - South West,4.7,17.2,21
319031515,Kilkivan,8.2,17.3,21
312021343,East Mackay,6,17.6,21
509031246,Brookton,7.9,17.7,21
310041304,Springfield Lakes,2.8,17.8,21
501021008,College Grove - Carey Park,6.3,17.9,21
601031021,West Moonah,5.9,18.1,21
603031073,Forestier - Tasman,10.4,18.2,21
308031214,Park Avenue,6.1,18.4,21
120031392,Canterbury (North) - Ashbury,4.8,16.8,21.1
212021455,Narre Warren - North East,4.3,17,21.1
111031235,Wickham - Carrington - Tighes Hill,5.3,17.5,21.1
601031016,Derwent Park - Lutana,6.4,18.4,21.1
319011495,Bundaberg,7.1,18.7,21.1
103021063,Cowra,7.9,19.1,21.1
701031031,Howard Springs,5,14.6,21.2
213021345,Seabrook,4,16.2,21.2
511041288,Geraldton - South,5.1,17.2,21.2
308031210,Gracemere,4.3,17.3,21.2
511041287,Geraldton - North,5.1,17.3,21.2
308031215,Parkhurst - Kawana,5,17.5,21.2
213041353,Bacchus Marsh,5.1,17.8,21.2
215021470,Mildura - South,6.3,18.1,21.2
214011372,Frankston North,6.4,18.4,21.2
106011111,Kurri Kurri - Abermain,6.1,18.6,21.2
113011258,Leeton,6.7,18.9,21.2
311021307,Eagleby,7.2,19.8,21.2
120031390,Ashfield,4.4,17.1,21.3
603021070,Cygnet,7.9,17.3,21.3
501031019,Manjimup,6.4,17.4,21.3
511041291,Morawa,7.1,17.5,21.3
313051377,Clontarf,7,17.9,21.3
113011257,Griffith Region,6.2,18.4,21.3
313051379,Redcliffe,8.7,18.4,21.3
314031394,Strathpine - Brendale,5.9,18.5,21.3
203021038,Corio - Norlane,6.3,18.6,21.3
310021280,Lockyer Valley - East,6.7,18.6,21.3
310031287,Ipswich - East,6.4,19,21.3
601031017,Glenorchy,6.8,19.1,21.3
110041201,Quirindi,8.1,19.1,21.3
102021046,Budgewoi - Buff Point - Halekulani,8,19.3,21.3
701011007,Parap,4.2,14.4,21.4
318021473,Deeragun,3.3,16.8,21.4
215021395,Irymple,5.7,17.2,21.4
312021355,Slade Point,6,17.5,21.4
