SA2 Code,SA2 Label,Three or more chronic (%) All ages,Three or more chronic (%) 60 years and over,Three or more chronic (%) 70 years and over
319041518,Pialba - Eli Waters,14.5,27.7,28.2
511031280,Kalgoorlie - North,5.8,21.7,28.3
318021468,Annandale,7,22.2,28.3
127031523,Chipping Norton - Moorebank,6.6,22.3,28.3
801011007,Evatt,8.2,22.5,28.3
127011506,Cobbitty - Leppington,5.7,23.2,28.3
124041468,Yarramundi - Londonderry,7.9,23.8,28.3
402051050,Greenwith,7.8,24,28.3
201011001,Alfredton,7.7,24.5,28.3
509011230,Katanning,10.4,25.2,28.3
205031089,Korumburra,12.2,25.3,28.3
602011042,Newstead,10.2,25.4,28.3
102011031,Erina - Green Point,11.3,25.5,28.3
106041129,Scone Region,11.7,26.1,28.3
112031552,Tweed Heads South,14.7,26.8,28.3
319041519,Point Vernon,14.3,27.3,28.3
311051327,Shailer Park,7,21.1,28.4
311061329,Daisy Hill,7.3,21.6,28.4
206031114,Essendon - Aberfeldie,6.7,22,28.4
505031108,Wanneroo,7.1,23.4,28.4
313041376,Upper Caboolture,8.9,23.4,28.4
801011025,Spence,9.6,23.8,28.4
602021056,Hadspen - Carrick,9.9,24.3,28.4
507051191,Singleton - Golden Bay - Secret Harbour,5.5,24.4,28.4
215031400,Buloke,13.4,25.3,28.4
204011058,Nagambie,13.2,25.5,28.4
304041100,Keperra,9.8,25.6,28.4
306051167,Herberton,14.8,26.2,28.4
108051168,Old Bar - Manning Point - Red Head,14.3,26.3,28.4
407031170,Waikerie,13.8,26.5,28.4
103021065,Forbes,12.3,26.9,28.4
303061078,Runcorn,5.1,20.9,28.5
123011435,Mount Annan - Currans Hill,5.5,21.8,28.5
312021350,Ooralea - Bakers Creek,7.2,22.5,28.5
303011048,Cannon Hill,5.8,22.7,28.5
506031128,Parkwood - Ferndale - Lynwood,8,22.7,28.5
119041377,Kingsgrove (South) - Bardwell Park,7.9,23,28.5
120031394,Dulwich Hill - Lewisham,6.7,23.1,28.5
309061247,Highland Park,9,23.6,28.5
402051053,Modbury Heights,9,23.6,28.5
102011033,Kariong,7.7,24.1,28.5
123031447,Picton - Tahmoor - Buxton,8.5,24.3,28.5
217041478,Moyne - West,11.3,25,28.5
210031439,Gowanbrae,7.2,25.3,28.5
319011496,Bundaberg East - Kalkie,9.9,25.3,28.5
316021422,Moffat Beach - Battery Hill,11,25.3,28.5
216011408,Lockington - Gunbower,11.5,25.7,28.5
215011391,St Arnaud,14.3,25.9,28.5
307021179,Crows Nest - Rosalie,13.4,26.4,28.5
117021327,Petersham - Stanmore,6,22.3,28.6
308051533,Clinton - New Auckland,5.4,22.7,28.6
511041288,Geraldton - South,7.6,23.2,28.6
310041303,Springfield,5.7,23.4,28.6
505021095,Tuart Hill - Joondanna,7.1,23.7,28.6
403041071,Aberfoyle Park,8.9,23.9,28.6
801011017,Latham,8.5,24.6,28.6
504031065,Middle Swan - Herne Hill,9.8,24.7,28.6
109011172,Albury - East,8.4,24.8,28.6
215021398,Mildura Region,12.6,24.8,28.6
316061439,Beerwah,10.1,25.2,28.6
217011421,Hamilton (Vic.),12.2,25.5,28.6
603031073,Forestier - Tasman,17.1,26.3,28.6
319051526,Tinana,13.1,27.1,28.6
319021504,Gin Gin,15.6,27.9,28.6
101021012,Queanbeyan West - Jerrabomberra,6,22.2,28.7
801011011,Giralang,8.5,23.3,28.7
505021088,Innaloo - Doubleview,6.9,23.4,28.7
311061332,Rochedale South - Priestdale,7.7,23.5,28.7
316011414,Buderim - South,9,24.2,28.7
112011239,Brunswick Heads - Ocean Shores,11.4,24.4,28.7
212021293,Berwick - North,9.1,24.7,28.7
405021116,Clare,11.1,25,28.7
107031138,Kiama,12.3,25.2,28.7
110041200,Gunnedah Region,12.1,25.3,28.7
407021174,Mount Gambier - West,10.7,25.8,28.7
702011046,East Side,7,20,28.8
401061021,Prospect,6.7,21.4,28.8
301031017,Murarrie,5.8,21.5,28.8
212021454,Endeavour Hills - South,7.6,21.9,28.8
206071139,Abbotsford,5.3,22.3,28.8
119011572,Bankstown - South,6.1,22.3,28.8
120031393,Croydon Park - Enfield,7.1,22.3,28.8
303041067,Coopers Plains,6.1,22.7,28.8
209031211,Kinglake,9.4,23.2,28.8
210011230,Niddrie - Essendon West,7.3,23.5,28.8
212031457,Narre Warren South (East),6.5,24,28.8
214011374,Langwarrin,8.9,25,28.8
114011281,Tomerong - Wandandian - Woollamia,11.9,25,28.8
601041023,Kingston Beach - Blackmans Bay,10.7,25.1,28.8
403041080,Happy Valley,10,25.2,28.8
202021030,Kyneton,11.8,25.6,28.8
108041163,Port Macquarie - East,12.3,26.4,28.8
106011110,Dungog,12.7,26.5,28.8
114011283,Ulladulla Region,15.8,26.7,28.8
405021119,Wakefield - Barunga West,13,27,28.8
319041520,Torquay - Scarness - Kawungan,14.6,27.4,28.8
310021278,Esk,15.4,27.6,28.8
108021159,Nambucca Heads Region,15,27.8,28.8
506041135,Huntingdale - Southern River,4.9,21.6,28.9
120031395,Haberfield - Summer Hill,6.4,21.8,28.9
213051366,Truganina,3.1,22.2,28.9
801071079,Gowrie (ACT),9.1,22.9,28.9
301011004,Capalaba,8,23.2,28.9
507021166,Fremantle - South,8.8,23.5,28.9
314021389,Murrumba Downs - Griffin,6.5,24.7,28.9
401041015,Paradise - Newton,9,24.7,28.9
212041460,Noble Park - West,7.4,24.8,28.9
506011114,Kelmscott,9.7,24.8,28.9
308031206,Bouldercombe,11.2,24.8,28.9
301031021,Wynnum West - Hemmant,8.1,25.1,28.9
113031269,Wagga Wagga - South,8.5,25.2,28.9
306051170,Mareeba,11,25.9,28.9
319031515,Kilkivan,14.5,26.2,28.9
319011502,Walkervale - Avenell Heights,11.8,26.8,28.9
603021071,Geeveston - Dover,14.5,26.8,28.9
319041521,Urangan - Wondunna,13.6,27.3,28.9
801071083,Macarthur,7.5,20,29
211011449,The Basin,7.6,22.3,29
303021057,Holland Park West,6.3,22.8,29
120011386,Five Dock - Abbotsford,7.6,22.9,29
801011016,Kaleen,8.7,23,29
119011356,Condell Park,6.6,23.4,29
801051056,Hackett,8.2,23.7,29
511031278,Boulder,7.8,24.6,29
507051185,Baldivis,5.6,25,29
112031253,Pottsville,10.5,25.5,29
602011052,Youngtown - Relbia,10.9,25.5,29
402051052,Hope Valley - Modbury,10.4,26.1,29
209041225,Whittlesea,10.2,26.3,29
104021085,Coffs Harbour - South,12.1,26.6,29
604021089,Port Sorell,13.9,26.7,29
204021065,Rutherglen,13,26.8,29
114011276,Huskisson - Vincentia,14.4,26.9,29
205051100,Longford - Loch Sport,14.5,26.9,29
604011078,Parklands - Camdale,11.5,27.6,29
108041162,Laurieton - Bonny Hills,16.2,27.9,29
510021270,South Hedland,5.6,20.5,29.1
127011595,Hinchinbrook,5.6,21.6,29.1
701021018,Jingili,6.2,21.6,29.1
310011273,Forest Lake - Doolandella,6.1,22.9,29.1
506041137,Thornlie,7.8,23.1,29.1
116011561,Blacktown (West),6.3,23.2,29.1
212031458,Narre Warren South (West),5.7,23.7,29.1
212041314,Keysborough,6.8,23.9,29.1
501021252,Gelorup - Stratham,9,24,29.1
109011174,Albury - South,10.8,24.2,29.1
119021367,Roselands,7.4,24.5,29.1
308031218,Rockhampton Region - East,11.1,24.5,29.1
117031331,Glebe - Forest Lodge,7.3,24.6,29.1
204031075,Yackandandah,11.4,24.7,29.1
209011196,Bundoora - East,8.5,25,29.1
309021234,Palm Beach,9.7,25.1,29.1
307021180,Jondaryan,10.4,26,29.1
801081097,Waramanga,9.6,26.1,29.1
502011027,Mandurah - North,7.8,26.2,29.1
502011021,Dawesville - Bouvard,11.2,26.6,29.1
101041021,Broulee - Tomakin,14.3,26.8,29.1
106031124,Tea Gardens - Hawks Nest,19.3,27.8,29.1
304041101,Mitchelton,6.6,23.4,29.2
303021055,Greenslopes,5.6,23.5,29.2
309081262,Varsity Lakes,7.1,24.2,29.2
312021358,West Mackay,9.4,24.3,29.2
601021012,South Arm,10.5,24.3,29.2
301031020,Wynnum,8.5,24.5,29.2
504031067,Stratton - Jane Brook,7.7,24.8,29.2
211011251,Bayswater,8.6,25.2,29.2
603021072,Huonville - Franklin,11.2,25.7,29.2
104021090,Urunga,14.5,26.3,29.2
215011394,Yarriambiack,14.2,26.5,29.2
106041127,Muswellbrook Region,11,26.6,29.2
319011501,Svensson Heights - Norville,11.9,26.7,29.2
106031121,Nelson Bay Peninsula,14.7,27.1,29.2
114011273,Callala Bay - Currarong,16.5,28.7,29.2
117011322,Mascot - Eastlakes,5.8,23.1,29.3
310031289,Karalee - Barellan Point,7.6,23.2,29.3
504011045,Bayswater - Embleton - Bedford,7.3,23.5,29.3
310021282,Rosewood,10.4,25.4,29.3
318021483,Magnetic Island,15.6,25.6,29.3
112021246,Goonellabah,11.3,26.2,29.3
509021243,Northam,11.8,26.3,29.3
505031099,Butler - Merriwa - Ridgewood,6.9,26.4,29.3
405031123,Port Pirie Region,12.4,26.6,29.3
405041126,Wallaroo,16.1,27.8,29.3
302021034,Wavell Heights,6.6,23.2,29.4
504031061,Hazelmere - Guildford,8,23.4,29.4
208021180,Hughesdale,6.2,23.5,29.4
116011308,Seven Hills - Toongabbie,7,23.6,29.4
310011275,Oxley (Qld),6.8,24.2,29.4
506061142,Byford,5.5,24.3,29.4
212041309,Clarinda - Oakleigh South,9.3,24.7,29.4
316011413,Buderim - North,11.6,25.7,29.4
304041098,Enoggera,7,25.9,29.4
101051539,Goulburn,10.6,26.2,29.4
112031254,Tweed Heads,13.7,26.9,29.4
217011422,Portland,13.3,27.4,29.4
205031091,Phillip Island,14.1,27.6,29.4
205021086,Paynesville,17.8,28.7,29.4
117031332,Newtown - Camperdown - Darlington,5.1,22,29.5
107041148,Thirroul - Austinmer - Coalcliff,8.4,23.1,29.5
801011002,Belconnen,5.2,23.4,29.5
301011001,Alexandra Hills,8.1,23.4,29.5
506011117,Seville Grove,5.8,24.3,29.5
118021567,Maroubra - South,7.9,24.8,29.5
210041240,Sunbury,8.9,24.8,29.5
801081093,Fisher,9.6,25.7,29.5
204031072,Towong,14.8,26.8,29.5
101041027,Narooma - Bermagui,17.7,27.5,29.5
511031279,Kalgoorlie,6.4,22.8,29.6
119041381,Rockdale - Banksia,5.6,22.9,29.6
403021063,Sheidow Park - Trott Park,7.1,23,29.6
318021490,Townsville City - North Ward,9,23.4,29.6
309081260,Merrimac,7.8,23.8,29.6
213021346,Williamstown,8.2,23.9,29.6
124031459,Emu Plains - Leonay,9.1,24.6,29.6
303031063,Mount Gravatt,6.8,24.8,29.6
216031418,Shepparton Region - East,11.6,24.8,29.6
208031186,Chelsea - Bonbeach,9.2,25.1,29.6
203021039,Geelong,10,25.1,29.6
601051030,New Town,9.7,25.3,29.6
404031107,Plympton,8.6,25.7,29.6
507011160,Spearwood,9.7,25.7,29.6
205051101,Maffra,12.1,26.4,29.6
203021044,Leopold,10.2,26.5,29.6
112011236,Ballina,14.2,26.6,29.6
316021420,Caloundra - West,9.3,27.2,29.6
604021090,Quoiba - Spreyton,11.5,27.4,29.6
101041026,Moruya - Tuross Head,16.6,27.6,29.6
801071073,Calwell,7.6,22.2,29.7
511041287,Geraldton - North,8.4,24.8,29.7
209041434,Mernda,5.1,25.3,29.7
310041296,Bellbird Park - Brookwater,5.8,25.3,29.7
119011354,Bass Hill - Georges Hall,8.2,25.3,29.7
604011079,Penguin - Sulphur Creek,12.1,26.2,29.7
104021091,Woolgoolga - Arrawarra,12,26.3,29.7
307021183,Wambo,10.3,26.6,29.7
106011107,Branxton - Greta - Pokolbin,10.2,26.9,29.7
202031032,Bendigo Region - North,12.9,28,29.7
319021509,Nanango,17,29.8,29.7
313041375,Narangba,6.4,24.1,29.8
504031059,Ellenbrook,5.2,24.5,29.8
102011036,Niagara Park - Lisarow,8.9,24.5,29.8
801051061,Watson,7.1,24.9,29.8
504021051,Helena Valley - Koongamia,9.2,25.1,29.8
308031222,The Range - Allenstown,9.2,25.2,29.8
312031361,Proserpine,11.4,25.2,29.8
111031229,Newcastle - Cooks Hill,9.6,25.3,29.8
107041146,Figtree - Keiraville,8.8,25.5,29.8
407031164,Mannum,15.3,27.3,29.8
502011026,Mandurah - East,13.6,27.5,29.8
106011109,Cessnock Region,12.5,27.9,29.8
125011587,Regents Park,6.8,22.7,29.9
127011596,Hoxton Park - Carnes Hill - Horningsea Park,4.9,23,29.9
801011019,Macgregor (ACT),5.7,23.5,29.9
212041459,Noble Park - East,6.9,25.1,29.9
210011226,Airport West,9.3,25.4,29.9
205011077,Mount Baw Baw Region,13.3,26.4,29.9
113031270,Wagga Wagga - West,10.1,26.6,29.9
319031514,Gympie Region,13.4,27.1,29.9
103031071,Lithgow Region,13.5,27.4,29.9
202031033,Loddon,16.3,28.3,29.9
701041037,Driver,5.5,18,30
801071088,Theodore,7.7,23,30
119021573,Lakemba,4.8,23.4,30
209021205,Kingsbury,5.8,23.4,30
507011159,South Lake - Cockburn Central,7.9,24,30
101021010,Queanbeyan - East,8.2,24.3,30
102021051,Ourimbah - Fountaindale,9.4,24.4,30
311051325,Loganholme - Tanah Merah,7.9,24.6,30
210051444,Craigieburn - West,3.7,25,30
402011027,Lewiston - Two Wells,9.4,25.2,30
407031159,Barmera,12.6,26.2,30
203021041,Grovedale,9.1,26.3,30
502011022,Falcon - Wannanup,12.4,27.3,30
217031472,Colac,12.2,27.7,30
215031402,Kerang,14.3,27.7,30
205021085,Orbost,16.8,28.4,30
124031460,Glenmore Park - Regentville,6.3,22.8,30.1
801051058,O'Connor (ACT),7.7,24,30.1
117011323,Pagewood - Hillsdale - Daceyville,7.7,25,30.1
316031428,Mooloolaba - Alexandra Headland,10.7,25,30.1
317011449,Gowrie (Qld),7.7,25.1,30.1
209011204,Watsonia,9.1,25.2,30.1
212021297,Hallam,7.8,25.5,30.1
509031249,Narrogin,11.5,26.2,30.1
501021007,Capel,11.6,26.7,30.1
313051379,Redcliffe,13.9,27.1,30.1
202021027,Castlemaine,14.2,27.1,30.1
110041205,Tamworth Region,12.7,27.3,30.1
202011020,East Bendigo - Kennington,12.5,27.7,30.1
310021280,Lockyer Valley - East,11.7,27.9,30.1
213041462,Burnside Heights,3.9,22.7,30.2
302021031,Kedron - Gordon Park,6.1,23.9,30.2
303021058,Woolloongabba,5.4,24.5,30.2
119021574,Wiley Park,5.3,24.6,30.2
801071082,Kambah,10.4,25.4,30.2
302021033,Stafford Heights,9.5,25.6,30.2
307011173,Goondiwindi,10.1,26.8,30.2
201011003,Ballarat - North,10.8,26.9,30.2
204031069,Bright - Mount Beauty,14.2,27.5,30.2
105031104,Gilgandra,13.7,27.7,30.2
102011034,Kincumber - Picketts Valley,12.7,27.8,30.2
201031014,Beaufort,14.7,28.2,30.2
201031013,Avoca,16.7,28.2,30.2
103031073,Mudgee Region - East,16.8,29.2,30.2
319051522,Burrum - Fraser,17.8,29.7,30.2
317011458,Toowoomba - West,7.8,24,30.3
303011050,Carina Heights,7.4,24.7,30.3
127011505,Austral - Greendale,9.3,24.7,30.3
506021119,East Victoria Park - Carlisle,6.7,24.8,30.3
601021005,Cambridge,10,25.2,30.3
307011176,Roma,9,26.5,30.3
307011172,Chinchilla,10.3,27.3,30.3
101041018,Batemans Bay - South,16.2,28.1,30.3
318021474,Douglas,5,22,30.4
305031127,Newmarket,5.4,23.5,30.4
209041216,Bundoora - North,5.9,23.7,30.4
511041289,Irwin,13.4,26.4,30.4
406011130,Eyre Peninsula,12.6,26.7,30.4
509011225,Albany,12.8,26.7,30.4
101031014,Cooma,12.7,26.9,30.4
318011464,Ingham,13.8,27.3,30.4
801011024,Scullin,9,27.8,30.4
205031093,Wonthaggi - Inverloch,14.9,28.3,30.4
106031119,Anna Bay,13.5,28.4,30.4
604011081,Somerset,13.6,28.4,30.4
604011083,West Ulverstone,14.3,29.5,30.4
119041375,Arncliffe - Bardwell Valley,5,23.2,30.5
314031393,Petrie,8,23.9,30.5
212021456,Narre Warren - South West,7.4,24.5,30.5
506021118,Belmont - Ascot - Redcliffe,7.9,25.1,30.5
801051057,Lyneham,8.3,25.7,30.5
401051018,Payneham - Felixstow,9.4,26.1,30.5
113011256,Griffith (NSW),9.4,26.8,30.5
601021007,Howrah - Tranmere,12,27.2,30.5
214011375,Seaford (Vic.),11.3,27.4,30.5
407031162,Loxton,12.6,27.4,30.5
403021064,Warradale,10.6,27.7,30.5
317011448,Gatton,9.6,28.2,30.5
108021156,Kempsey Region,15.8,28.5,30.5
303021052,Annerley,5.9,24,30.6
206031116,Moonee Ponds,7.1,24.1,30.6
119011361,Yagoona - Birrong,7.4,24.7,30.6
504011044,Bassendean - Eden Hill - Ashfield,8.7,24.9,30.6
506041132,Beckenham - Kenwick - Langford,7.1,25.4,30.6
309021232,Currumbin Waters,10,25.7,30.6
306021145,Cairns City,9.1,25.9,30.6
501021253,South Bunbury - Bunbury,10.8,25.9,30.6
104021089,Sawtell - Boambee,12.3,27,30.6
313031371,Woodford - D'Aguilar,11.9,27.2,30.6
307031187,Stanthorpe,13.8,27.4,30.6
203031048,Clifton Springs,12.6,27.6,30.6
215011392,Stawell,14,27.9,30.6
502011029,Pinjarra,12,28.2,30.6
105031099,Coonabarabran,15,28.2,30.6
604011082,Ulverstone,14.3,28.7,30.6
210051246,Greenvale - Bulla,7,23.5,30.7
315021405,Mount Isa,7,24.1,30.7
801071071,Banks,6.9,25.5,30.7
504021054,Swan View - Greenmount - Midvale,10.6,25.8,30.7
102011037,Point Clare - Koolewong,11,25.8,30.7
203021043,Lara,9.1,26.3,30.7
313051377,Clontarf,11.3,26.3,30.7
107041548,Wollongong - East,10.2,26.4,30.7
102011038,Saratoga - Davistown,10.8,26.6,30.7
801011014,Higgins,9.3,27.2,30.7
501021014,Harvey,11.7,27.4,30.7
113011258,Leeton,11.4,27.5,30.7
101041019,Bega - Tathra,13.4,27.6,30.7
602011047,South Launceston,9.7,27.7,30.7
205041094,Churchill,13.4,28.5,30.7
310021281,Lowood,11.5,28.6,30.7
214021384,Rosebud - McCrae,15.5,28.7,30.7
216011410,Rushworth,16,29.1,30.7
114011282,Ulladulla,16.2,29.1,30.7
108041164,Port Macquarie - West,14.9,29.4,30.7
101041023,Eden,16.7,29.4,30.7
107011547,Windang - Primbee,14.9,29.6,30.7
504031057,Beechboro,6.6,23.5,30.8
312021343,East Mackay,9.4,25.1,30.8
123021441,Leumeah - Minto Heights,9.4,26.3,30.8
316031426,Marcoola - Mudjimba,11.6,26.8,30.8
112021248,Lismore,12.1,27.1,30.8
403041089,Woodcroft,9.6,27.3,30.8
203021037,Belmont,10.4,27.5,30.8
105031105,Narromine,12.7,27.7,30.8
214021379,Hastings - Somers,12.6,28,30.8
203031051,Portarlington,18,28.9,30.8
319021506,Kingaroy Region - North,15.1,29.7,30.8
801071077,Gilmore,9.2,23.5,30.9
107041147,Helensburgh,7.3,23.9,30.9
123021440,Ingleburn - Denham Court,6.9,24.2,30.9
309071255,Ormeau - Yatala,6.7,24.8,30.9
801071080,Greenway,9.4,25.2,30.9
209041430,Doreen,5.9,25.7,30.9
124051580,Colyton - Oxley Park,8.4,26.4,30.9
801011020,Macquarie,9.4,26.6,30.9
316021424,Wurtulla - Birtinya,9.7,26.7,30.9
602011044,Prospect Vale - Blackstone,11.5,26.7,30.9
310011272,Durack,8.9,26.8,30.9
601021008,Lindisfarne - Rose Bay,12.3,27.1,30.9
216011409,Rochester,14.1,27.9,30.9
302021028,Chermside,9.1,28.4,30.9
117021328,Sydenham - Tempe - St Peters,6.5,24.3,31
316011415,Mountain Creek,7.3,26.1,31
215011388,Horsham,12.1,28,31
319021505,Kingaroy,11.4,28.8,31
311021310,Wolffdene - Bahrs Scrub,7.6,23.3,31.1
303021054,Fairfield - Dutton Park,5.7,23.8,31.1
310011271,Darra - Sumner,7.3,24.3,31.1
116011307,Lalor Park - Kings Langley,8.3,24.8,31.1
116021312,Riverstone - Marsden Park,6.2,25.4,31.1
801041046,Ngunnawal,6.6,25.5,31.1
102011035,Narara,9.7,25.8,31.1
506011112,Camillo - Champion Lakes,9.3,26.1,31.1
107011132,Horsley - Kembla Grange,7.9,26.8,31.1
506021122,Rivervale - Kewdale - Cloverdale,7.9,26.8,31.1
308031223,Yeppoon,11,27.1,31.1
202011021,Flora Hill - Spring Gully,10.6,27.8,31.1
103031072,Mudgee,10.7,28.1,31.1
103021063,Cowra,14.5,29.1,31.1
310041304,Springfield Lakes,4.4,24.1,31.2
309071256,Oxenford - Maudsland,7.4,24.5,31.2
116011303,Blacktown (East) - Kings Park,6.2,24.7,31.2
213021345,Seabrook,7.6,25.7,31.2
316021417,Aroona - Currimundi,11,27.2,31.2
507011153,Coolbellup,9.4,27.6,31.2
102011043,Wyoming,11.4,27.7,31.2
313031370,Kilcoy,12.4,27.7,31.2
604021088,Miandetta - Don,11.5,28.2,31.2
104021084,Coffs Harbour - North,12.5,28.2,31.2
217041479,Warrnambool - North,11.2,28.3,31.2
111021218,Morisset - Cooranbong,13.5,29,31.2
506031127,Cannington - Queens Park,5.1,24.1,31.3
125031481,Granville - Clyde,6.4,25.6,31.3
505021090,Nollamara - Westminster,7,26.3,31.3
604011080,Romaine - Havenview,11.8,28.5,31.3
108041166,Wauchope,13.2,28.7,31.3
306021153,Mount Sheridan,7.9,25,31.4
206071143,Fitzroy North,7.9,25.9,31.4
210051443,Craigieburn - South,5.7,26,31.4
119021362,Belmore - Belfield,8,26.2,31.4
317011446,Darling Heights,9.2,27.3,31.4
316021419,Caloundra - Kings Beach,15.4,27.9,31.4
404011095,Seaton - Grange,11.3,28,31.4
112011241,Evans Head,14.5,28,31.4
201031015,Golden Plains - North,12.9,28.9,31.4
110021191,Inverell,12.7,29.1,31.4
210051442,Craigieburn - North,4.3,22.9,31.5
309071258,Upper Coomera - Willow Vale,6,24.4,31.5
312021355,Slade Point,10.5,25.1,31.5
215031403,Robinvale,10.1,25.7,31.5
801071081,Isabella Plains,9.2,26,31.5
308031213,Norman Gardens,8.4,26.9,31.5
404011091,Flinders Park,10.3,27.5,31.5
307031189,Warwick,12.7,28.9,31.5
110041201,Quirindi,14.9,29.3,31.5
201031017,Maryborough Region,17.1,30,31.5
801071084,Monash,10,24.8,31.6
127031522,Casula,7.5,25.4,31.6
311041322,Logan Village,9.5,26.2,31.6
101021009,Queanbeyan,9,26.6,31.6
801051055,Downer,8.6,26.8,31.6
106021116,Maitland - North,9.8,27,31.6
203021040,Geelong West - Hamlyn Heights,9.5,27.1,31.6
507051187,Port Kennedy,7.9,27.6,31.6
124041466,Richmond - Clarendon,11,27.9,31.6
313051380,Rothwell - Kippa-Ring,11.3,28.1,31.6
214011371,Frankston,11.5,28.1,31.6
312011337,Bowen,12.2,28.3,31.6
111031222,Adamstown - Kotara,10.1,28.5,31.6
403021061,Mitchell Park,11.1,29,31.6
205021084,Lakes Entrance,17.5,29.9,31.6
602031059,George Town,15.4,30,31.6
116031315,Hassall Grove - Plumpton,6,23.3,31.7
504031056,Ballajura,7.6,24,31.7
212021455,Narre Warren - North East,7.1,24.5,31.7
116031319,Rooty Hill - Minchinbury,6.7,25,31.7
306021156,Whitfield - Edge Hill,10,25.8,31.7
209041436,South Morang (South),6.9,25.9,31.7
505031098,Alexander Heights - Koondoola,8.4,25.9,31.7
504031062,Lockridge - Kiara,7.6,26.1,31.7
309061248,Nerang - Mount Nathan,10.1,26.4,31.7
212041310,Clayton South,7.5,26.7,31.7
107041549,Wollongong - West,8.1,26.7,31.7
308031208,Frenchville - Mount Archer,9.7,27.2,31.7
801081095,Rivett,10.4,27.3,31.7
302041046,Zillmere,8.2,27.4,31.7
213021341,Altona,10.3,27.7,31.7
124031461,Jamisontown - South Penrith,10,27.9,31.7
402031037,Northgate - Oakden - Gilles Plains,8.9,28.4,31.7
106031125,Williamtown - Medowie - Karuah,11.2,28.4,31.7
103021067,Parkes (NSW),12.1,29.5,31.7
604011084,Wynyard,15.6,30.7,31.7
303021056,Holland Park,6.8,25.3,31.8
701041044,Woodroffe,6.8,26.9,31.8
313051378,Margate - Woody Point,12.7,28,31.8
317011456,Toowoomba - Central,10.8,28.2,31.8
204011056,Kilmore - Broadford,11.1,28.3,31.8
215011386,Ararat,13.7,29.5,31.8
213051468,Werribee - West,8.2,25.8,31.9
206041123,North Melbourne,5.7,26,31.9
801051050,Ainslie,9.7,26.1,31.9
506031124,Bentley - Wilson - St James,7.5,26.8,31.9
103041078,Orange - North,9.4,28,31.9
403041086,Reynella,11.4,28.2,31.9
112031251,Murwillumbah,12.9,28.7,31.9
205051103,Sale,12,28.9,31.9
601061035,Sorell - Richmond,12.6,29.1,31.9
702011048,Larapinta,5.8,19.8,32
127011594,Green Valley,6.8,24,32
311031316,Hillcrest,7.7,24.7,32
119011357,Greenacre - Mount Lewis,7.5,26.7,32
511041286,Geraldton - East,9.4,27.3,32
403021062,Morphettville,10.6,28,32
111021220,Wangi Wangi - Rathmines,14.1,28.6,32
501011002,Busselton,12.4,28.8,32
212011292,Pakenham - South,8.1,29,32
403041072,Aldinga,11.4,29.9,32
108021160,South West Rocks,18.7,30.5,32
801041034,Amaroo,6,24.3,32.1
801011006,Dunlop,6.4,24.3,32.1
801061067,Narrabundah,8.2,24.5,32.1
801071090,Wanniassa,10,24.9,32.1
206021111,Northcote,7.1,25.4,32.1
212041312,Dandenong North,9.2,27.4,32.1
206041117,Carlton,5.4,27.5,32.1
204031068,Beechworth,14.2,27.8,32.1
509011233,McKail - Willyung,10.6,28.1,32.1
313021368,Morayfield - East,9.2,28.2,32.1
101041017,Batemans Bay,17,29.8,32.1
319011495,Bundaberg,13.3,30.2,32.1
213051365,Tarneit,4.1,26.3,32.2
127031598,Liverpool,7.4,26.9,32.2
403021058,Edwardstown,9.6,27.6,32.2
314031392,Lawnton,9.6,28.3,32.2
113011259,Narrandera,13.4,28.5,32.2
205011079,Warragul,12.5,28.9,32.2
502011028,Mandurah - South,15.1,29.8,32.2
112021244,Casino,14,30.1,32.2
213011340,Taylors Lakes,8.6,24.3,32.3
124031458,Castlereagh - Cranebrook,7,25.5,32.3
117031336,Surry Hills,6.4,25.8,32.3
