SA2 Code,SA2 Label,Three or more chronic (%) All ages,Three or more chronic (%) 60 years and over,Three or more chronic (%) 70 years and over
403041078,Hackham - Onkaparinga Hills,11.3,27.4,32.3
205041098,Yallourn North - Glengarry,11.7,27.7,32.3
215021470,Mildura - South,11.8,29.1,32.3
111021216,Bonnells Bay - Silverwater,13.6,29.3,32.3
602011037,Kings Meadows - Punchbowl,11.7,29.5,32.3
114011277,North Nowra - Bomaderry,13.4,29.6,32.3
507031169,Bertram - Wellard (West),3.9,24,32.4
124051470,St Clair,7.9,24.2,32.4
801011008,Florey,9.4,25.3,32.4
306021148,Gordonvale - Trinity,10.3,27.7,32.4
215021395,Irymple,11.1,27.9,32.4
311021309,Mount Warren Park,10.3,28,32.4
204031070,Chiltern - Indigo Valley,12.9,28,32.4
402031038,Windsor Gardens,8.7,28.1,32.4
312021349,North Mackay,11.4,28.1,32.4
313041372,Burpengary,9.9,28.5,32.4
318011460,Ayr,12.6,28.5,32.4
103011059,Bathurst - East,10.3,28.7,32.4
603011065,Central Highlands,17.2,30.2,32.4
506041136,Maddington - Orange Grove - Martin,8.3,26.8,32.5
212041318,Springvale South,8.3,27,32.5
203021047,North Geelong - Bell Park,11.4,28.2,32.5
306031159,Innisfail,12.3,28.3,32.5
316031427,Maroochydore - Kuluin,13.3,28.9,32.5
205011078,Trafalgar (Vic.),13.1,29.1,32.5
215031404,Swan Hill,11.6,29.2,32.5
217041480,Warrnambool - South,12.4,29.2,32.5
216021413,Numurkah,13.7,29.4,32.5
603011066,Derwent Valley,14.7,30.4,32.5
204021063,Benalla,15.9,30.4,32.5
319051523,Granville,16.1,31.5,32.5
311031318,Munruben - Park Ridge South,8.7,24.4,32.6
501021251,Dalyellup,5.9,26.7,32.6
314031394,Strathpine - Brendale,9.5,27.6,32.6
107031141,Shellharbour - Flinders,8.8,27.7,32.6
407021152,Millicent,13.7,28.9,32.6
501021016,Waroona,13.3,29.3,32.6
216011407,Kyabram,13.4,29.4,32.6
319031511,Cooloola,21.5,31.9,32.6
312021344,Eimeo - Rural View,5.9,23,32.7
116031314,Glendenning - Dean Park,5.9,24.5,32.7
801051054,Dickson,7.2,24.8,32.7
801071078,Gordon (ACT),8.4,25.7,32.7
311041320,Greenbank,8,26,32.7
213051368,Werribee - South,10.1,27.5,32.7
212041316,Noble Park North,9.9,27.6,32.7
209041217,Bundoora - West,10.6,27.9,32.7
501021005,Australind - Leschenault,9.7,28,32.7
110031197,Narrabri,11.4,28.6,32.7
111011208,Charlestown - Dudley,11.4,29.2,32.7
507051190,Safety Bay - Shoalwater,12.7,29.4,32.7
316011416,Sippy Downs,9.7,29.5,32.7
319051524,Maryborough (Qld),15.8,31.1,32.7
213031349,Maribyrnong,6.3,24.3,32.8
316031425,Coolum Beach,10.6,27.4,32.8
402041172,Pooraka - Cavan,10.1,28.6,32.8
601021004,Bellerive - Rosny,13.7,29.1,32.8
507011163,Yangebup,7.5,26,32.9
404031108,Richmond (SA),8.9,27.5,32.9
213041461,Burnside,8.1,28.5,32.9
107011134,Unanderra - Mount Kembla,10.2,28.5,32.9
111011211,Redhead,12,28.9,32.9
308031207,Emu Park,13.1,28.9,32.9
111011214,Warners Bay - Boolaroo,12.5,29,32.9
213041359,Rockbank - Mount Cottrell,11.9,29.4,32.9
109011176,Lavington,13.1,29.4,32.9
604011077,Burnie - Wivenhoe,13.5,29.6,32.9
604021087,Latrobe,14,30.1,32.9
108051171,Wingham,15,30.2,32.9
202021029,Heathcote,17.6,30.6,32.9
108021157,Macksville - Scotts Head,16.3,31,32.9
213011329,Cairnlea,6.1,23.2,33
801071086,Oxley (ACT),9.6,23.7,33
801041048,Palmerston,7.6,24.8,33
210051445,Mickleham - Yuroke,5,25.5,33
311031319,Regents Park - Heritage Park,7.4,25.6,33
505031104,Marangaroo,8.5,26.4,33
124031457,Cambridge Park,9.7,27.2,33
123021437,Campbelltown - Woodbine,9.2,28.2,33
106041128,Scone,10.9,29.1,33
104011081,Grafton Region,16.5,30.4,33
105031106,Wellington,15.4,31.4,33
314031391,Bray Park,8.8,27.2,33.1
210041241,Sunbury - South,9.7,27.9,33.1
511041285,Geraldton,12.6,28.7,33.1
402041041,Para Hills,10.4,28.8,33.1
212011291,Pakenham - North,8,29.2,33.1
201011006,Delacombe,10.6,29.4,33.1
102011040,Umina - Booker Bay - Patonga,14.3,30.1,33.1
108051169,Taree,15.8,31.6,33.1
309071251,Coomera,5.6,24.8,33.2
123021444,Rosemeadow - Glen Alpine,9.3,27.4,33.2
212031303,Cranbourne South,9.3,27.5,33.2
507041183,Willagee,8.7,27.9,33.2
107041150,Woonona - Bulli - Russell Vale,9.9,28.8,33.2
102021055,Tuggerah - Kangy Angy,10.1,28.9,33.2
105031101,Dubbo - South,10.5,29.1,33.2
127031599,Lurnea - Cartwright,9.4,29.5,33.2
308031214,Park Avenue,11.4,30.4,33.2
124051469,Erskine Park,6.9,22.5,33.3
701041043,Rosebery - Bellamack,3.4,23.5,33.3
127021510,Bossley Park - Abbotsbury,8.8,25.7,33.3
204031071,Myrtleford,14.8,29.1,33.3
318021486,Northern Beaches,12.7,29.4,33.3
403041087,Seaford (SA),10.8,30.2,33.3
111011206,Belmont - Bennetts Green,12.8,30.5,33.3
201011008,Wendouree - Miners Rest,13.7,31.2,33.3
206021110,Alphington - Fairfield,7.2,25.4,33.4
206031113,Ascot Vale,7.2,25.5,33.4
801051051,Braddon,6.3,25.7,33.4
213011339,Sydenham,7,26,33.4
212041317,Springvale,8.3,27.8,33.4
213021342,Altona Meadows,9.8,28.3,33.4
210051245,Gladstone Park - Westmeadows,11,28.6,33.4
601041022,Kingston - Huntingfield,11.3,29.3,33.4
507051192,Waikiki,9.9,29.5,33.4
602011048,Summerhill - Prospect,11.9,29.8,33.4
215021396,Merbein,13.3,30.3,33.4
209041431,Epping - East,7.9,26.9,33.5
117031335,Redfern - Chippendale,6.4,27.2,33.5
312021342,Andergrove - Beaconsfield,8.9,27.2,33.5
404021099,Largs Bay - Semaphore,10.9,28,33.5
308031216,Rockhampton - West,11.2,29.1,33.5
601061034,Dodges Ferry - Lewisham,13,29.1,33.5
501021012,Eaton - Pelican Point,10.4,29.5,33.5
310031292,North Ipswich - Tivoli,12.8,30.6,33.5
407031167,Renmark,14,30.6,33.5
111031232,Stockton - Fullerton Cove,15.8,31,33.5
801041036,Casey,4.1,23.5,33.6
702011045,Charles,8.8,23.5,33.6
116011306,Doonside - Woodcroft,7,25.6,33.6
311041321,Jimboomba,7.8,27.6,33.6
212031308,Pearcedale - Tooradin,10.8,28,33.6
507011154,Hamilton Hill,10.4,28.6,33.6
102011032,Gosford - Springfield,11.7,28.7,33.6
310031285,Churchill - Yamanto,8.9,28.8,33.6
314021388,Dakabin - Kallangur,9,28.9,33.6
103011058,Bathurst,11.5,29,33.6
601021006,Geilston Bay - Risdon,12.4,29.7,33.6
801011023,Page,10.4,30.2,33.6
318011462,Charters Towers,12.8,30.4,33.6
602011040,Mowbray,10.4,31.5,33.6
104011082,Maclean - Yamba - Iluka,18.7,32.1,33.6
209041433,Epping - West,4.6,24.4,33.7
209041220,Mill Park - North,8.5,26.3,33.7
206011107,Brunswick West,7.8,27.3,33.7
125031485,Merrylands - Holroyd,7.1,27.4,33.7
306021149,Kanimbla - Mooroobool,9.5,27.5,33.7
117031338,Waterloo - Beaconsfield,5.9,28.3,33.7
506041134,Gosnells,9.8,29.1,33.7
109011173,Albury - North,12,29.4,33.7
111031225,Lambton - New Lambton,10.7,29.5,33.7
402041047,Salisbury East,11.7,29.9,33.7
317011447,Drayton - Harristown,12.6,30.7,33.7
111011212,Swansea - Caves Beach,15,30.8,33.7
402021035,Virginia - Waterloo Corner,13.1,31.1,33.7
404011093,Hindmarsh - Brompton,8.9,27.9,33.8
102021047,Chittaway Bay - Tumbi Umbi,11.3,29.1,33.8
402011026,Gawler - South,12.2,30.1,33.8
205041097,Traralgon,11.9,30.6,33.8
403041074,Christies Beach,13.6,31.4,33.8
311031313,Chambers Flat - Logan Reserve,8.9,26.4,33.9
124051581,St Marys - North St Marys,9.2,28.4,33.9
213051467,Werribee - East,8.9,28.7,33.9
215021469,Mildura - North,12.3,30.2,33.9
204021066,Wangaratta,13.7,30.5,33.9
317011459,Wilsonton,13.5,31,33.9
102011042,Woy Woy - Blackwall,14.8,31.1,33.9
203021045,Newcomb - Moolap,14.3,31.3,33.9
107011131,Dapto - Avondale,12.9,31.4,33.9
114011274,Culburra Beach,17.6,31.5,33.9
313041373,Deception Bay,12.9,31.7,33.9
502011023,Greenfields,14.4,32.1,33.9
114011280,Sussex Inlet - Berrara,20.7,32.2,33.9
318021470,Bohle Plains,7,26.9,34
116011304,Blacktown (North) - Marayong,8.1,27.3,34
119021366,Punchbowl,7.6,27.6,34
123021442,Macquarie Fields - Glenfield,8,28.4,34
107031136,Albion Park - Macquarie Pass,9.4,29.3,34
107041144,Balgownie - Fairy Meadow,11.1,29.4,34
317011454,North Toowoomba - Harlaxton,11.7,30,34
216031419,Shepparton Region - West,13.8,30.7,34
402041040,Ingle Farm,12,31.5,34
407031165,Murray Bridge,13.5,32,34
206071144,Richmond (Vic.),7.2,27,34.1
117021326,Marrickville,7.7,27.1,34.1
206011109,Pascoe Vale South,8.3,27.9,34.1
210051249,Roxburgh Park - Somerton,6.6,28.6,34.1
801011015,Holt,11.4,29.7,34.1
103041077,Orange,13.6,31.1,34.1
204011059,Seymour,15.2,31.4,34.1
105031102,Dubbo - West,11.7,31.6,34.1
604011075,Acton - Upper Burnie,14.9,33.1,34.1
101021008,Karabar,10.2,27.4,34.2
124041467,Windsor - Bligh Park,10.1,29.1,34.2
212041311,Dandenong,7.6,30.1,34.2
602011036,Invermay,12.3,30.4,34.2
205011076,Drouin,13,31,34.2
111021219,Toronto - Awaba,14.8,31.1,34.2
206021112,Thornbury,7.7,28.2,34.3
306021146,Earlville - Bayview Heights,11.8,28.7,34.3
318021485,Mundingburra,11.9,29,34.3
202011025,White Hills - Ascot,10.2,30.3,34.3
210031438,Glenroy,8.2,30.5,34.3
111011209,Glendale - Cardiff - Hillsborough,11.5,30.5,34.3
313021365,Caboolture,11.5,31.5,34.3
319031513,Gympie - South,14.3,31.5,34.3
603011067,Southern Midlands,15.2,31.5,34.3
213051361,Hoppers Crossing - North,8.4,27.1,34.4
213021344,Newport,7.1,27.2,34.4
206011106,Brunswick East,6.6,27.7,34.4
209021429,Preston - West,8.2,28.4,34.4
312021356,South Mackay,11,28.7,34.4
214011370,Carrum Downs,9.3,28.8,34.4
106021118,Thornton - Millers Forest,9.6,29.5,34.4
127031601,Warwick Farm,8.7,30.2,34.4
507051188,Rockingham,14.6,31.2,34.4
216011406,Echuca,14,31.5,34.4
103031070,Lithgow,15.2,32.2,34.4
604021085,Devonport,15.6,32.8,34.4
201031016,Maryborough (Vic.),18.2,33.6,34.4
801071075,Conder,8.1,26.5,34.5
206071142,Fitzroy,8.1,27.8,34.5
504031066,Midland - Guildford,10,28.5,34.5
601011003,Old Beach - Otago,11.1,29.4,34.5
303051076,Rocklea - Acacia Ridge,9.1,29.6,34.5
310041297,Camira - Gailes,10.4,30.1,34.5
107011545,Berkeley - Lake Heights - Cringila,11.8,31,34.5
110031195,Moree,13,31.1,34.5
205021081,Bairnsdale,14.6,31.6,34.5
216021414,Yarrawonga,17,32.9,34.5
702011047,Flynn (NT),6.6,22.7,34.6
404011090,Beverley,8.7,27.7,34.6
210031236,Coburg North,8.5,29.2,34.6
210031239,Pascoe Vale,8.1,29.4,34.6
210031440,Hadfield,11,30.6,34.6
214011372,Frankston North,13.4,32,34.6
123021443,Minto - St Andrews,7.4,27.1,34.7
102021056,Warnervale - Wadalba,9.6,31.3,34.7
801071074,Chisholm,9.3,26.2,34.8
308031210,Gracemere,9,29.4,34.8
302021032,Stafford,8.7,29.9,34.8
404021100,North Haven,13.2,30.4,34.8
601031021,West Moonah,11.4,30.6,34.8
501021254,Withers - Usher,12.6,31.5,34.8
107011546,Port Kembla - Warrawong,13.2,31.5,34.8
202011022,Kangaroo Flat - Golden Square,13.7,32.3,34.8
209021208,Reservoir - West,10,30.6,34.9
110041203,Tamworth - North,12.6,31.9,34.9
602011041,Newnham - Mayfield,12.6,32.3,34.9
127021514,Edensor Park,8.3,25.7,35
210051441,Craigieburn - Central,7.8,27.7,35
127021517,Greenfield Park - Prairiewood,9.8,27.7,35
213041360,Taylors Hill,5.5,28,35
106011112,Singleton,10.8,30.4,35
403041084,Morphett Vale - East,12.7,31,35
202011018,Bendigo,13.3,31.5,35
110041202,Tamworth - East,13.4,31.7,35
114011279,St Georges Basin - Erowal Bay,17.5,33.4,35
701021016,Coconut Grove,7.1,26.7,35.1
312021346,Mackay,11.1,29.7,35.1
107031142,Shellharbour - Oak Flats,12.5,30.1,35.1
213021343,Altona North,10.4,31.6,35.1
601031018,Montrose - Rosetta,14.1,31.9,35.1
106031120,Lemon Tree Passage - Tanilba Bay,17.2,32.9,35.1
216021411,Cobram,15.9,33.1,35.1
209041221,Mill Park - South,9.3,27.7,35.2
404011097,Woodville - Cheltenham,9.2,28.7,35.2
209041224,Wallan,8.8,28.8,35.2
125031484,Guildford West - Merrylands West,7.9,29,35.2
601031013,Austins Ferry - Granton,11.6,29.1,35.2
505021085,Balga - Mirrabooka,7.8,29.3,35.2
111031226,Maryland - Fletcher - Minmi,8.7,29.8,35.2
310031286,Ipswich - Central,12.1,30.6,35.2
215021399,Red Cliffs,13.6,31.2,35.2
102021052,Summerland Point - Gwandalan,14.7,32.7,35.2
701021019,Karama,6.3,23,35.3
212031305,Hampton Park - Lynbrook,7.8,29,35.3
318021484,Mount Louisa,7.8,29,35.3
110041199,Gunnedah,13.1,32.2,35.3
318021482,Kirwan - West,8.7,28.3,35.4
318021469,Belgian Gardens - Pallarenda,11.7,29.3,35.4
213011330,Deer Park - Derrimut,7.2,29.4,35.4
102021044,Bateau Bay - Killarney Vale,13.1,31.2,35.4
311031311,Boronia Heights - Park Ridge,11.6,31.4,35.4
201011004,Ballarat - South,12.8,32.7,35.4
308031215,Parkhurst - Kawana,9.7,30.9,35.5
212031301,Cranbourne East,5.4,31,35.5
318021467,Aitkenvale,11.1,31.1,35.5
127021520,St Johns Park - Wakeley,9.9,27.3,35.6
318021487,Oonoonba,7,28,35.6
206011105,Brunswick,7.1,29.1,35.6
213011332,Keilor Downs,10.7,29.2,35.6
111031224,Hamilton - Broadmeadow,11.5,30.1,35.6
108021158,Nambucca Heads,21.4,34.2,35.6
213051362,Hoppers Crossing - South,9.7,29.6,35.7
127021519,Smithfield - Wetherill Park,10.3,29.6,35.7
124031462,Kingswood - Werrington,8.5,30.2,35.7
602011050,Waverley - St Leonards,11.9,30.4,35.7
311051323,Bethania - Waterford,10.6,31.8,35.7
111031235,Wickham - Carrington - Tighes Hill,11.1,30.3,35.8
506011110,Armadale - Wungong - Brookdale,10.8,31.3,35.8
406011133,Port Lincoln,12.9,31.7,35.8
308031205,Berserker,12.4,33.3,35.8
801071072,Bonython,8.8,26.6,35.9
119031373,Riverwood,10.2,29.2,35.9
212031302,Cranbourne North,6.6,29.7,35.9
125031479,Chester Hill - Sefton,9.1,30,35.9
209021428,Preston - East,8.7,30.3,35.9
507051193,Warnbro,11.2,31.1,35.9
310031293,Raceview,10.2,31.5,35.9
402031036,Enfield - Blair Athol,9.7,32,35.9
111021217,Edgeworth - Cameron Park,10,32.8,35.9
213051363,Laverton,5.5,27.6,36
209011199,Heidelberg West,9.8,30.6,36
310031287,Ipswich - East,12.8,32.4,36
407031160,Berri,15.1,33.5,36
102021050,Lake Munmorah - Mannering Park,16.9,33.9,36
123021438,Claymore - Eagle Vale - Raby,8.8,28.1,36.1
210051250,Tullamarine,11.7,30.7,36.1
402041043,Parafield Gardens,10.3,32,36.1
311021308,Edens Landing - Holmview,7.9,28,36.2
318021488,South Townsville - Railway Estate,11.5,30,36.2
125031483,Guildford - South Granville,8.6,31.9,36.2
501021015,East Bunbury - Glen Iris,13.1,32.1,36.2
310031284,Bundamba,12.2,32.6,36.2
111031233,Wallsend - Elermore Vale,13.1,32.6,36.2
114011278,Nowra,14.5,35.2,36.2
309071257,Pimpama,6.5,28.2,36.3
212031304,Cranbourne West,5.8,29.4,36.3
213041355,Hillside,6.3,27.6,36.4
127021516,Fairfield - West,9.5,29.9,36.4
111021221,West Wallsend - Barnsley - Killingworth,12.5,32.6,36.4
102021046,Budgewoi - Buff Point - Halekulani,16.2,33.8,36.4
206011108,Coburg,8.6,30.1,36.5
105031100,Dubbo - East,11.6,30.7,36.5
102021053,The Entrance,16.7,33.6,36.5
213041353,Bacchus Marsh,11.6,32,36.6
501021009,Collie,15,33.3,36.6
405031122,Port Pirie,15.5,34.4,36.6
111021215,Bolton Point - Teralba,15.5,34.8,36.6
311051326,Loganlea,9.3,30.4,36.7
317011453,Newtown (Qld),12.3,31.9,36.7
206041121,Kensington (Vic.),7,28.5,36.8
318021472,Cranbrook,12.2,31.7,36.8
406021142,Port Augusta,13.7,32.6,36.8
313021366,Caboolture - South,11.4,33.8,36.8
310041299,Collingwood Park - Redbank,9,31.2,36.9
310031283,Brassall,11.2,32.9,36.9
306021154,Westcourt - Bungalow,12.5,32.6,37
701041040,Moulden,8.7,33.1,37
502011025,Mandurah,17.1,33.7,37
507031170,Calista,11.6,34.3,37
319031512,Gympie - North,15.4,34.3,37
213031352,Yarraville,7.5,29.4,37.1
318021473,Deeragun,7.4,30.7,37.1
206071141,Collingwood,7.6,31.4,37.1
318021491,Wulguru - Roseneath,12.9,31.8,37.1
108021155,Kempsey,16.9,35.4,37.1
213031350,Seddon - Kingsville,7.1,29.6,37.2
213011333,Kings Park (Vic.),11.2,32.1,37.2
209021207,Reservoir - East,10.4,33.2,37.2
202011019,California Gully - Eaglehawk,14.8,35.1,37.2
213011336,Sunshine,8.1,30.7,37.3
505031102,Girrawheen,9.9,31.7,37.3
213011328,Ardeer - Albion,9.1,32,37.3
205041095,Moe - Newborough,16.8,34.8,37.3
801011004,Charnwood,10.8,31.1,37.4
210031237,Fawkner,9.5,33.4,37.4
107031137,Albion Park Rail,14.1,34.6,37.4
604021086,East Devonport,17.9,34.9,37.4
111031231,Shortland - Jesmond,10.1,35.3,37.4
308031217,Rockhampton City,15.5,32.9,37.5
111031234,Waratah - North Lambton,11.2,33.4,37.5
124031464,Penrith,11.7,33.5,37.5
507031174,Parmelia - Orelia,12.1,33.5,37.5
102021054,Toukley - Norah Head,16.8,34.6,37.5
801071087,Richardson,10.3,28.7,37.6
213051369,Wyndham Vale,6.6,31.1,37.6
209041219,Lalor,11.3,33.6,37.6
212021295,Doveton,10,33.7,37.6
213031351,West Footscray - Tottenham,7.7,30.6,37.7
209041223,Thomastown,12.2,32.9,37.7
404021101,Port Adelaide,13.5,33.7,37.7
402041046,Salisbury,12.4,34.2,37.7
308031211,Lakes Creek,10.8,33.1,37.8
308031212,Mount Morgan,19.2,34.8,37.8
507051186,Cooloongup,13.5,33.3,37.9
123021436,Bradbury - Wedderburn,11.5,33.4,37.9
106021115,Maitland - East,13,33.8,37.9
306021144,Bentley Park,8.3,31,38
318021478,Hermit Park - Rosslea,10.8,31.7,38
306021155,White Rock,11.7,32.5,38
213011338,Sunshine West,10.5,32.9,38
107041145,Corrimal - Tarrawanna - Bellambi,13.4,33.3,38
111011207,Belmont South - Blacksmiths,17,34.8,38
127021515,Fairfield,9.9,31.7,38.1
311021307,Eagleby,14.4,35.7,38.1
306021157,Woree,13.4,32.6,38.2
310011276,Wacol,11.1,34,38.2
403041085,Morphett Vale - West,15.1,34.4,38.2
310041300,Goodna,10.1,35.4,38.2
204031074,Wodonga,13,33.5,38.3
601031019,Moonah,12.9,34.2,38.3
102021057,Wyong,15.1,36.2,38.3
204031073,West Wodonga,13,34.2,38.4
203021038,Corio - Norlane,14.4,35.2,38.4
701041039,Gray,8.4,30,38.5
311031312,Browns Plains,8.8,31.4,38.5
213011337,Sunshine North,9.7,31.5,38.5
111031227,Mayfield - Warabrook,11.9,32.6,38.5
106021114,Maitland,11.5,33.8,38.5
216031416,Shepparton - North,12.6,33.8,38.5
216031417,Shepparton - South,13,34.5,38.5
104011080,Grafton,16.8,35.9,38.5
106031122,Raymond Terrace,15.2,35.7,38.6
205041096,Morwell,18,36.5,38.6
213031348,Footscray,7.1,31.3,38.7
404011094,Royal Park - Hendon - Albert Park,11.6,33.4,38.7
212031300,Cranbourne,10.8,34,38.7
106011111,Kurri Kurri - Abermain,15.2,37.3,38.8
801031113,Canberra East,20.8,32.2,38.9
306021147,Edmonton,10.2,33.6,38.9
213011334,St Albans - North,11,33.9,38.9
601031016,Derwent Park - Lutana,14.3,35.1,38.9
127021512,Cabramatta West - Mount Pritchard,10.2,32.1,39.1
213011335,St Albans - South,10.5,33.2,39.1
318021476,Gulliver - Currajong - Vincent,12.7,35,39.1
102021048,Gorokan - Kanwal - Charmhaven,15.5,35.6,39.1
127021511,Cabramatta - Lansvale,9.5,30.2,39.2
402041044,Paralowie,9.8,31.6,39.2
402021028,Craigmore - Blakeview,10.1,34,39.3
311061330,Kingston (Qld.),11.5,35.4,39.3
601031015,Claremont (Tas.),15.5,36.6,39.3
125031480,Fairfield - East,9.4,31.2,39.4
310041302,Redbank Plains,7.6,32.9,39.5
311061333,Slacks Creek,10.7,33,39.5
107031143,Warilla,16.4,36.4,39.5
106041126,Muswellbrook,12.8,35.4,39.6
318021471,Condon - Rasmussen,12.8,35.3,39.7
601031020,New Norfolk,17.5,37.8,39.7
213011331,Delahey,9.5,31.2,40
318021479,Hyde Park - Pimlico,11.7,32.6,40
601011002,Brighton - Pontville,12.9,36,40
210051243,Campbellfield - Coolaroo,11.9,37.2,40
106011108,Cessnock,16,38.2,40
127021513,Canley Vale - Canley Heights,9.6,30.8,40.1
206031115,Flemington,8.1,32.4,40.1
213041357,Melton South,10.1,35.8,40.1
102021045,Blue Haven - San Remo,13.1,36.4,40.1
105021097,Broken Hill,17.4,37.1,40.1
318021481,Kirwan - East,13.4,35.5,40.3
311061331,Logan Central,11.6,36.3,40.4
601031014,Berriedale - Chigwell,14.5,35.9,40.6
106021117,Maitland - West,12.6,36.7,40.6
402021031,Elizabeth East,14.4,37.7,40.7
501021008,College Grove - Carey Park,14.6,35.2,40.8
311061336,Woodridge,10.5,35.1,40.9
402021032,Munno Para West - Angle Vale,9.2,35.9,40.9
311021306,Beenleigh,13.3,36.1,40.9
306021152,Manunda,14.4,36.3,40.9
318021477,Heatley,14.7,36.5,41
111031223,Beresfield - Hexham,16.7,38.1,41.1
311051328,Waterford West,12.1,35.3,41.2
318021475,Garbutt - West End,14.4,35.9,41.2
403041073,Christie Downs,16.1,38.2,41.2
127021509,Bonnyrigg Heights - Bonnyrigg,9.9,31.2,41.3
213041358,Melton West,9.7,35.3,41.4
406011136,Whyalla,15.1,37.5,41.4
213031347,Braybrook,8.7,34.2,41.5
213041356,Melton,12.7,35.9,41.7
404021102,The Parks,11.4,36.3,41.8
403041079,Hackham West - Huntfield Heights,17,38.5,42.1
209041432,Epping - South,12.1,36.3,42.2
318021480,Kelso,11.4,35.7,42.4
210051242,Broadmeadows,11.2,38.1,42.4
111011210,Mount Hutton - Windale,17.1,40.4,42.4
310031291,Leichhardt - One Mile,14,39.4,42.5
116031317,Mount Druitt - Whalan,9.5,36,42.9
310011274,Inala - Richlands,11.7,37.8,42.9
216031415,Mooroopna,17.8,39.2,43
601031017,Glenorchy,16.5,39.8,43
311031317,Marsden,8.4,34.6,43.2
602011045,Ravenswood,18.5,39.9,43.3
311031314,Crestmead,8.6,33.5,43.4
402041048,Salisbury North,11.9,38.4,44.2
601021009,Mornington - Warrane,16.1,40.6,44.3
127011504,Ashcroft - Busby - Miller,13.9,40.6,45.3
601021010,Risdon Vale,16.3,41.9,45.5
402021029,Davoren Park,13.5,44.5,45.7
402021030,Elizabeth,19,44.8,45.9
306021151,Manoora,15.4,40.2,46
210051247,Meadow Heights,11,39,46.3
310031295,Riverview,15.9,41.8,46.7
601021011,Rokeby,16.7,44,46.9
116031316,Lethbridge Park - Tregear,12.4,43,47
402021034,Smithfield - Elizabeth North,18.6,45.4,47.9
110041204,Tamworth - West,16.4,45,48.8
116031313,Bidwill - Hebersham - Emerton,14.6,43.9,49.3
601011001,Bridgewater - Gagebrook,23.3,55.1,58.6
801111141,Namadgi,NA,NA,NA
205051099,Alps - West,NA,NA,NA
114011275,Ettrema - Sassafras - Budawang,NA,NA,NA
503021037,Kings Park (WA),NA,NA,NA
801041118,Jacka,NA,NA,NA
507031172,Hope Valley - Postans,NA,NA,NA
507021167,O'Connor (WA),NA,NA,NA
101041022,Deua - Wadbilliga,NA,NA,NA
701041042,Palmerston - South,1.9,NA,NA
801041119,Kenny,NA,NA,NA
507031173,Kwinana Industrial,NA,NA,NA
111031230,Newcastle Port - Kooragang,NA,NA,NA
801041120,Moncrieff,2.7,NA,NA
506031130,Welshpool,NA,NA,NA
801031114,Canberra Airport,NA,NA,NA
801071089,Tuggeranong,NA,NA,NA
127011592,Badgerys Creek,NA,NA,NA
117011320,Banksmeadow,NA,NA,NA
304041099,Enoggera Reservoir,NA,NA,NA
205031088,French Island,13.5,NA,NA
505031256,Carabooda - Pinjar,7.8,17.4,NA
801101139,Wright,3.5,17,NA
302031037,Eagle Farm - Pinkenba,6,15.5,NA
312021347,Mackay Harbour,7.4,14,NA
701011009,Woolner - Bayview - Winnellie,3.8,12.4,NA
801041038,Forde,3.1,15.6,NA
119011355,Chullora,2.6,NA,NA
406021143,Roxby Downs,4.5,14.6,NA
801011018,Lawson,2.4,NA,NA
403041082,Lonsdale,NA,NA,NA
801101135,Coombs,3.5,24.1,NA
801031115,Majura,11.2,NA,NA
801041043,Hall,9.6,24.7,NA
701021012,Berrimah,7.4,20.8,NA
204011061,Upper Yarra Valley,15.7,NA,NA
308051532,Callemondah,NA,NA,NA
801111140,ACT - South West,7.8,NA,NA
312021345,Eungella Hinterland,NA,NA,NA
